Date,expiryDate,Symbol,Type,CMP,strikePrice,Support,Dist_from_Support,Resistance,Dist_from_Resist,PCR,RSI,MACD,MACD_Signal,MACD_Hist,BB_HI,BB_MID,BB_LO
20-10-2025,28-10-2025,CDSL,Holding,1602.8,1640,1580.25,1.43,1699.75,6.05,0.67,57.86,21.16,11.65,9.51,1659.47,1547.57,1435.67
20-10-2025,28-10-2025,CGPOWER,Holding,740.15,840,732.2,1.09,947.8,28.06,0.53,45.84,2.91,5.12,-2.21,773.32,752.42,731.52
20-10-2025,28-10-2025,CHOLAFIN,Non-Hld,1675,1700,1644.85,1.84,1755.15,4.79,0.57,61.37,33.1,30.86,2.24,1690.33,1626.05,1561.77
20-10-2025,28-10-2025,CIPLA,Non-Hld,1643,1600,1543.6,6.44,1656.4,0.82,0.54,71.24,12.22,0.61,11.61,1605.91,1534.75,1463.59
20-10-2025,28-10-2025,COALINDIA,Holding,390.5,390,382.25,2.16,397.75,1.86,0.65,57.22,-0.1,-0.31,0.21,395.77,387.18,378.6
20-10-2025,28-10-2025,COFORGE,Non-Hld,1745.4,1700,1596.1,9.36,1803.9,3.36,0.68,56.68,12.19,-0.35,12.53,1808.54,1671.28,1534.02
20-10-2025,28-10-2025,COLPAL,Non-Hld,2249.2,2400,2241.35,0.36,2558.65,13.76,0.63,46.1,-17.01,-23.92,6.91,2331.81,2247.85,2163.89
20-10-2025,28-10-2025,CONCOR,Non-Hld,533.6,540,526.45,1.36,553.55,3.74,0.71,47.33,-3.92,-4.75,0.83,545.32,532.3,519.28
20-10-2025,28-10-2025,CROMPTON,Non-Hld,288.25,300,285.95,0.81,314.05,8.96,0.54,36.6,-7.39,-8.27,0.88,305.6,291.51,277.42
20-10-2025,28-10-2025,CUMMINSIND,Non-Hld,4015,4000,3903.55,2.86,4096.45,2.03,0.76,57.06,12.06,14.09,-2.03,4027.68,3956.94,3886.19
20-10-2025,28-10-2025,CYIENT,Non-Hld,1196,1180,1137.15,5.18,1222.85,2.25,0.69,53.64,-7.86,-10.96,3.1,1207.2,1168.18,1129.15
20-10-2025,28-10-2025,DABUR,Non-Hld,505.85,550,506.2,-0.06,593.8,17.39,0.58,49.94,-6.02,-8.37,2.35,519.93,497.95,475.97
20-10-2025,28-10-2025,DALBHARAT,Non-Hld,2190.7,2300,2179.55,0.52,2420.45,10.49,0.36,33.87,-32.46,-30.9,-1.56,2337.67,2248.84,2160
20-10-2025,28-10-2025,DELHIVERY,Non-Hld,475,500,472.65,0.5,527.35,11.03,0.61,56.16,1.1,0.04,1.05,482.32,458.42,434.52
20-10-2025,28-10-2025,DIVISLAB,Non-Hld,6618,6000,5371.45,23.21,6628.55,0.16,1.06,71.24,149.95,73.58,76.37,6830.15,6142.55,5454.95
20-10-2025,28-10-2025,DIXON,Non-Hld,16115,17000,16016.4,0.62,17983.6,11.6,0.4,35.58,-226.06,-129.99,-96.07,18350.5,17101.5,15852.5
20-10-2025,28-10-2025,DLF,Non-Hld,773.5,800,768.5,0.66,831.5,7.5,0.73,62.03,1.67,-4.43,6.1,778.89,740.35,701.81
20-10-2025,28-10-2025,DMART,Non-Hld,4278,4400,4238.9,0.93,4561.1,6.62,0.36,37.22,-85.31,-76.7,-8.61,4694.59,4400.21,4105.84
20-10-2025,28-10-2025,DRREDDY,Non-Hld,1285,1260,1220.25,5.31,1299.75,1.15,0.51,56.39,-5.22,-7.13,1.91,1304.4,1256.98,1209.56
20-10-2025,28-10-2025,EICHERMOT,Non-Hld,7012,7000,6843.85,2.46,7156.15,2.06,0.78,62.63,101.54,127.67,-26.13,7068.22,6963.65,6859.08
20-10-2025,28-10-2025,ETERNAL,Non-Hld,338.45,350,335.05,1.02,364.95,7.83,0.52,52.07,5.73,6.09,-0.36,356.2,338.23,320.26
20-10-2025,28-10-2025,EXIDEIND,Non-Hld,399.8,400,389.75,2.58,410.25,2.62,0.7,49.05,-1.66,-1.78,0.12,406.25,397.02,387.78
20-10-2025,28-10-2025,FEDERALBNK,Non-Hld,227.9,225,217.7,4.69,232.3,1.94,1.05,79.7,6.21,3.7,2.5,223.72,202.39,181.06
20-10-2025,28-10-2025,FORTIS,Non-Hld,1093,1100,1069.4,2.21,1130.6,3.45,0.85,69.69,39.23,34.77,4.46,1139.43,1024.99,910.55
20-10-2025,28-10-2025,GAIL,Non-Hld,178.39,180,174.65,2.15,185.35,3.91,0.59,51.66,0.28,0.22,0.06,181.63,177.33,173.03
20-10-2025,28-10-2025,GLENMARK,Non-Hld,1855,2000,1853.05,0.11,2146.95,15.74,0.46,29.1,-40.39,-29.59,-10.8,2048.5,1944.96,1841.42
20-10-2025,28-10-2025,GMRAIRPORT,Non-Hld,92.02,95,91.35,0.74,98.65,7.21,0.52,59.51,0.46,0.21,0.25,92.13,89.37,86.62
20-10-2025,28-10-2025,GODREJCP,Non-Hld,1136.8,1200,1131.95,0.43,1268.05,11.55,0.61,40.41,-26.22,-27.06,0.84,1214.69,1150.34,1086
20-10-2025,28-10-2025,GODREJPROP,Non-Hld,2293.5,2100,1895.8,20.98,2304.2,0.47,0.98,71.39,46.24,19.55,26.69,2247.69,2074.52,1901.35
20-10-2025,28-10-2025,GRASIM,Non-Hld,2857.5,2900,2829.9,0.98,2970.1,3.95,0.63,58.43,9.41,3.24,6.18,2866.44,2802.06,2737.67
20-10-2025,28-10-2025,HAL,Non-Hld,4861.4,5000,4798.8,1.31,5201.2,6.99,0.52,58.43,49.16,52.35,-3.19,4904.36,4804.62,4704.88
20-10-2025,28-10-2025,HAVELLS,Non-Hld,1483.9,1600,1479.85,0.28,1720.15,15.93,0.59,42.63,-19.87,-19.17,-0.7,1567.94,1502.5,1437.05
20-10-2025,28-10-2025,HCLTECH,Non-Hld,1496,1520,1479.15,1.14,1560.85,4.34,0.52,62.14,13.64,3.74,9.9,1526.12,1437.48,1348.84
20-10-2025,28-10-2025,HDFCAMC,Non-Hld,5726,6000,5705.15,0.37,6294.85,9.94,0.44,53.19,7.74,-8.16,15.9,5891.8,5656.45,5421.1
20-10-2025,28-10-2025,HDFCBANK,Non-Hld,1003.6,1000,980,2.41,1020,1.64,0.76,70.75,7.32,3.06,4.26,1004.88,971.2,937.52
20-10-2025,28-10-2025,HDFCLIFE,Non-Hld,743,800,741.6,0.19,858.4,15.54,0.46,41.04,-6.84,-5.72,-1.13,780.68,757.44,734.19
20-10-2025,28-10-2025,HEROMOTOCO,Non-Hld,5627.5,5600,5451.8,3.23,5748.2,2.15,0.76,67.11,100.5,105.96,-5.46,5700.73,5485.88,5271.02
20-10-2025,28-10-2025,HFCL,Non-Hld,76.72,80,75.7,1.35,84.3,9.89,0.53,54.37,0.66,0.49,0.17,77.85,75.03,72.2
20-10-2025,28-10-2025,HINDALCO,Non-Hld,787.35,800,777,1.34,823,4.53,0.66,65.45,11.06,11.37,-0.32,790.75,763.94,737.12
20-10-2025,28-10-2025,HINDPETRO,Non-Hld,452.85,450,434.3,4.28,465.7,2.84,0.56,64.4,11.43,12.45,-1.02,469.3,442.4,415.5
20-10-2025,28-10-2025,HINDUNILVR,Non-Hld,2601.1,2700,2580.25,0.81,2819.75,8.41,0.47,58.21,-1.69,-11.72,10.03,2593.55,2533.34,2473.12
20-10-2025,28-10-2025,HINDZINC,Non-Hld,487,500,478.05,1.88,521.95,7.18,0.44,52.86,13.56,14.53,-0.97,524.66,485.56,446.46
20-10-2025,28-10-2025,HUDCO,Non-Hld,228.8,230,222.4,2.88,237.6,3.85,0.48,53.04,1.73,2.5,-0.78,238.77,229.12,219.47
20-10-2025,28-10-2025,ICICIBANK,Non-Hld,1393,1400,1372.8,1.48,1427.2,2.46,0.54,49.16,0.88,-5.35,6.24,1423.09,1380.97,1338.85
20-10-2025,28-10-2025,ICICIGI,Non-Hld,2008.4,1900,1781.85,12.72,2018.15,0.49,1.29,65.23,24.99,10.19,14.81,2011.87,1905.3,1798.73
20-10-2025,28-10-2025,ICICIPRULI,Non-Hld,597.9,620,593.55,0.74,646.45,8.13,0.48,48.68,-3.2,-3.72,0.52,607.16,595.83,584.5
20-10-2025,28-10-2025,IDEA,Non-Hld,8.98,10,8.75,2.63,11.25,25.28,0.59,58.78,0.31,0.35,-0.05,9.28,8.66,8.04
20-10-2025,28-10-2025,IDFCFIRSTB,Non-Hld,76.85,75,72,6.74,78,1.5,0.93,69.25,0.84,0.48,0.37,75.64,71.52,67.39
20-10-2025,28-10-2025,IEX,Holding,139,150,138.2,0.58,161.8,16.41,0.58,44.86,-2.32,-2.07,-0.25,145.68,139.55,133.42
20-10-2025,28-10-2025,IGL,Non-Hld,207.3,220,205.9,0.68,234.1,12.93,0.53,43.25,0.22,0.84,-0.62,220.22,210.88,201.54
20-10-2025,28-10-2025,IIFL,Non-Hld,499.55,500,483.2,3.39,516.8,3.46,0.69,64.47,13.87,10.38,3.49,521.09,469.95,418.81
20-10-2025,28-10-2025,INDHOTEL,Non-Hld,744.5,800,744.4,0.02,855.6,14.93,0.53,51.05,-6.53,-8.96,2.43,757.85,732.38,706.9
20-10-2025,28-10-2025,INDIANB,Non-Hld,813.85,800,774.7,5.06,825.3,1.41,1.01,76.22,26.36,23.97,2.39,814.2,750.89,687.59
20-10-2025,28-10-2025,INDIGO,Holding,5935,5800,5634.55,5.34,5965.45,0.52,0.82,63.09,35.81,3.96,31.85,5917.85,5724.42,5531
20-10-2025,28-10-2025,INDUSINDBK,Non-Hld,758.5,800,755.75,0.37,844.25,11.31,0.97,54.6,-0.49,-2.95,2.46,767.49,743.79,720.08
20-10-2025,28-10-2025,INDUSTOWER,Non-Hld,355.25,350,336.05,5.72,363.95,2.45,0.68,53.8,-1.21,-0.77,-0.44,362.78,351.04,339.29
20-10-2025,28-10-2025,INFY,Non-Hld,1462.7,1560,1438.15,1.71,1681.85,14.99,0.4,45.22,-6.39,-4.38,-2,1522.21,1474.3,1426.39
20-10-2025,28-10-2025,INOXWIND,Non-Hld,147.2,150,144.25,2.05,155.75,5.81,0.48,52.09,0.27,-0.29,0.56,153.21,144.49,135.77
20-10-2025,28-10-2025,IOC,Non-Hld,153.72,155,150.35,2.25,159.65,3.86,0.71,62.19,2.49,2.66,-0.18,157.77,151.4,145.04
20-10-2025,28-10-2025,IRCTC,Holding,721.5,720,703.4,2.58,736.6,2.1,0.47,54.39,-0.67,-2.45,1.78,727.38,712.09,696.8
20-10-2025,28-10-2025,IREDA,Non-Hld,153.42,160,151.75,1.11,168.25,9.67,0.42,53.5,0.69,0.62,0.07,157.69,151.86,146.02
20-10-2025,28-10-2025,IRFC,Non-Hld,125.19,130,123.55,1.33,136.45,9,0.44,48.99,-0.37,-0.3,-0.07,128.04,125.15,122.26
20-10-2025,28-10-2025,ITC,Non-Hld,412.6,410,403.55,2.25,416.45,0.94,0.8,60.29,-0.29,-1.7,1.41,411.55,403.22,394.89
20-10-2025,28-10-2025,JINDALSTEL,Non-Hld,1008.9,1100,1005.05,0.39,1194.95,18.45,0.46,44.55,-5.21,0.48,-5.69,1081.41,1034.14,986.88
20-10-2025,28-10-2025,JIOFIN,Non-Hld,311,320,308.25,0.9,331.75,6.68,0.54,52.54,-0.32,-1.53,1.22,317.8,305.74,293.68
20-10-2025,28-10-2025,JSWENERGY,Non-Hld,525,560,521.7,0.64,598.3,13.97,0.35,43.62,3.32,4.65,-1.33,553.88,538.23,522.57
20-10-2025,28-10-2025,JSWSTEEL,Non-Hld,1147.9,1200,1143.45,0.39,1256.55,9.47,0.58,52.6,15.87,18.93,-3.06,1181.01,1150.6,1120.19
20-10-2025,28-10-2025,JUBLFOOD,Non-Hld,591.35,640,591.05,0.06,688.95,16.51,0.4,37.01,-11.65,-10.46,-1.19,636.04,607.83,579.63
20-10-2025,28-10-2025,KALYANKJIL,Non-Hld,494.85,500,481.9,2.69,518.1,4.7,0.52,53.18,-4.64,-8.21,3.57,508.31,478.68,449.06
20-10-2025,28-10-2025,KAYNES,Non-Hld,6871,7000,6684.65,2.79,7315.35,6.47,0.41,44.55,13.27,81.26,-67.99,7587.88,7159.5,6731.12
20-10-2025,28-10-2025,KEI,Non-Hld,4148,4400,4136,0.3,4664,12.44,0.4,49.26,48.19,59.03,-10.84,4389.83,4172.81,3955.79
20-10-2025,28-10-2025,KFINTECH,Holding,1121.9,1200,1111.4,0.95,1288.6,14.86,0.49,55.78,7.01,-1,8.01,1144.59,1082.57,1020.55
20-10-2025,28-10-2025,KOTAKBANK,Non-Hld,2206.9,2100,1981.45,11.38,2218.55,0.53,1,75.72,49.71,38.98,10.73,2247.67,2101.05,1954.43
20-10-2025,28-10-2025,KPITTECH,Non-Hld,1152,1200,1140.2,1.04,1259.8,9.36,0.6,39.36,-21.12,-19.92,-1.21,1264.78,1178.74,1092.7
20-10-2025,28-10-2025,LAURUSLABS,Non-Hld,921,900,853.1,7.96,946.9,2.82,0.64,64.86,4.51,0.23,4.28,923.62,875.73,827.84
20-10-2025,28-10-2025,LICHSGFIN,Non-Hld,574.4,600,572.2,0.39,627.8,9.3,0.72,52.52,-0.4,-0.38,-0.02,585.3,571.36,557.42
20-10-2025,28-10-2025,LICI,Non-Hld,891.4,900,876.9,1.66,923.1,3.56,0.46,48.71,1.24,2.62,-1.39,913.78,896.89,880
20-10-2025,28-10-2025,LODHA,Non-Hld,1190.6,1200,1161.7,2.49,1238.3,4.01,0.59,53.85,-5.22,-14.19,8.97,1213.59,1157.03,1100.46
20-10-2025,28-10-2025,LT,Non-Hld,3872,3800,3706.45,4.47,3893.55,0.56,0.57,69.03,57.27,45.41,11.86,3878.12,3738.34,3598.55
20-10-2025,28-10-2025,LTF,Non-Hld,267.69,270,261.9,2.22,278.1,3.89,0.93,64.77,9.08,9.07,0.01,275.76,256.59,237.42
20-10-2025,28-10-2025,LTIM,Non-Hld,5606.5,5700,5509.55,1.76,5890.45,5.07,0.55,66.69,96.37,62.38,33.99,5697.22,5338.42,4979.63
20-10-2025,28-10-2025,LUPIN,Non-Hld,1942.1,2000,1931.05,0.58,2068.95,6.54,0.61,47.6,-6.9,-5.57,-1.33,2009.21,1952.74,1896.27
20-10-2025,28-10-2025,M%26M,Non-Hld,3596.7,3700,3574.75,0.62,3825.25,6.36,0.53,60,26.6,15.2,11.41,3642.26,3499.21,3356.16
20-10-2025,28-10-2025,MANAPPURAM,Non-Hld,287.95,290,281,2.48,299,3.84,0.52,52.53,1.29,2.06,-0.76,296.25,286.98,277.72
20-10-2025,28-10-2025,MANKIND,Non-Hld,2457,2500,2414.35,1.77,2585.65,5.24,0.37,43.38,-23.15,-24.06,0.91,2562.16,2476.39,2390.62
20-10-2025,28-10-2025,MARICO,Non-Hld,727,740,722.15,0.68,757.85,4.25,0.71,57.41,1.61,-1.18,2.79,730.87,711.63,692.39
20-10-2025,28-10-2025,MARUTI,Non-Hld,16400,16200,15846.15,3.5,16553.85,0.94,0.54,69.87,328.06,368.73,-40.67,16497.11,16139.4,15781.69
20-10-2025,28-10-2025,MAXHEALTH,Non-Hld,1208.6,1240,1197.4,0.94,1282.6,6.13,0.88,62.02,4.71,-6.36,11.07,1207.91,1145.36,1082.81
20-10-2025,28-10-2025,MAZDOCK,Non-Hld,2840.3,3000,2813.4,0.96,3186.6,12.2,0.43,49.43,-1.19,5.17,-6.37,2971.99,2857.6,2743.21
20-10-2025,28-10-2025,MCX,Holding,9200,10000,9162.25,0.42,10837.75,17.81,0.65,68.83,385.65,280.36,105.28,9642.47,8476.05,7309.63
20-10-2025,28-10-2025,MFSL,Non-Hld,1532,1640,1529.45,0.17,1750.55,14.27,0.59,39.74,-5.08,0.29,-5.37,1629.74,1579.96,1530.17
20-10-2025,28-10-2025,MOTHERSON,Holding,105.88,105,101.4,4.42,108.6,2.57,0.48,53.66,0.69,0.96,-0.26,110.34,105.87,101.4
20-10-2025,28-10-2025,MPHASIS,Non-Hld,2748,2800,2703.3,1.66,2896.7,5.42,0.59,46.68,-19.6,-18.36,-1.24,2858.62,2749.14,2639.67
20-10-2025,28-10-2025,MUTHOOTFIN,Non-Hld,3311.3,3200,3053.75,8.44,3346.25,1.06,1.08,71.72,105.38,103.6,1.78,3366.97,3174,2981.04
20-10-2025,28-10-2025,NATIONALUM,Non-Hld,226.2,230,221.55,2.1,238.45,5.42,0.68,63.67,6.11,6.02,0.09,235.07,217.56,200.06
20-10-2025,28-10-2025,NAUKRI,Non-Hld,1311.8,1400,1310.25,0.12,1489.75,13.57,0.53,41.21,-10.49,-8.08,-2.41,1407.87,1347.94,1288.01
20-10-2025,28-10-2025,NBCC,Non-Hld,113.6,115,111,2.35,119,4.76,0.53,57,1.29,1.29,0,116.05,111.14,106.23
20-10-2025,28-10-2025,NCC,Non-Hld,208.92,210,204.1,2.37,215.9,3.35,0.45,48.54,-0.94,-1.07,0.13,214.23,208.7,203.18
20-10-2025,28-10-2025,NESTLEIND,Non-Hld,1286,1200,1109.95,15.87,1290.05,0.32,1.02,72.14,21.31,8.77,12.55,1275.29,1193.8,1112.3
20-10-2025,28-10-2025,NHPC,Non-Hld,86.5,90,86.2,0.35,93.8,8.44,0.37,54.54,0.73,0.86,-0.13,88,86.37,84.74
20-10-2025,28-10-2025,NMDC,Non-Hld,75.31,80,75.45,-0.18,84.55,12.27,0.5,47.88,0.39,0.75,-0.36,78.39,76.42,74.46
20-10-2025,28-10-2025,NTPC,Non-Hld,341.8,345,338.75,0.91,351.25,2.77,0.38,56.22,1.5,1.49,0.02,345.67,340.02,334.37
20-10-2025,28-10-2025,NUVAMA,Non-Hld,7065,7000,6770.65,4.35,7229.35,2.33,0.73,58.7,167.8,129.02,38.78,7596.93,6737.48,5878.02
20-10-2025,28-10-2025,NYKAA,Non-Hld,257.7,250,239.75,7.49,260.25,0.99,0.76,58.09,7.06,6.84,0.21,274.6,249.72,224.83
20-10-2025,28-10-2025,OBEROIRLTY,Non-Hld,1700,1700,1658.05,2.54,1741.95,2.47,0.79,63.02,7.25,-5.93,13.18,1700.97,1618,1535.03
20-10-2025,28-10-2025,OFSS,Non-Hld,8578,9000,8524.2,0.64,9475.8,10.47,0.43,41.49,2.45,57.93,-55.48,9471.94,8919.75,8367.56
20-10-2025,28-10-2025,OIL,Non-Hld,407.7,420,403.8,0.97,436.2,7,0.45,45.25,1.64,2.51,-0.86,424.31,414.19,404.06
20-10-2025,28-10-2025,ONGC,Non-Hld,248.5,250,245.2,1.35,254.8,2.54,0.44,65.84,2.93,2.47,0.47,250.57,243.03,235.48
20-10-2025,28-10-2025,PAGEIND,Non-Hld,41710,45000,41430.1,0.68,48569.9,16.45,0.36,45.24,-773.8,-845.97,72.17,43316.75,41698.75,40080.75
20-10-2025,28-10-2025,PATANJALI,Non-Hld,590,600,580,1.73,620,5.09,0.42,47.51,-2.63,-2.45,-0.17,605.45,591.84,578.24
20-10-2025,28-10-2025,PAYTM,Non-Hld,1310.9,1300,1253.9,4.55,1346.1,2.69,0.96,68.5,26.51,15.95,10.57,1323.32,1208.5,1093.68
20-10-2025,28-10-2025,PERSISTENT,Non-Hld,5845,5500,5126.35,14.02,5873.65,0.5,1.21,68.85,124.16,41.65,82.51,5879.72,5286.75,4693.77
20-10-2025,28-10-2025,PETRONET,Non-Hld,279.3,270,258.4,8.09,281.6,0.83,0.96,50.48,0.28,0.42,-0.15,287.3,277.89,268.47
20-10-2025,28-10-2025,PFC,Holding,398.4,410,395.3,0.79,424.7,6.61,0.64,45.04,-1,0.09,-1.09,415.15,404.91,394.67
20-10-2025,28-10-2025,PGEL,Non-Hld,583.35,600,571.05,2.16,628.95,7.82,0.69,58.52,3.56,-5.11,8.67,604.82,545.37,485.92
20-10-2025,28-10-2025,PHOENIXLTD,Non-Hld,1655,1700,1635.15,1.22,1764.85,6.64,0.73,61.04,29.53,22,7.53,1697.34,1606.52,1515.69
20-10-2025,28-10-2025,PIDILITIND,Non-Hld,1528.9,1550,1516.9,0.8,1583.1,3.55,0.75,54.81,1.07,-4.83,5.91,1540.55,1498.51,1456.47
20-10-2025,28-10-2025,PIIND,Non-Hld,3532.1,3700,3522.2,0.29,3877.8,9.79,0.52,40.88,-45.18,-53.85,8.67,3663.26,3565.55,3467.84
20-10-2025,28-10-2025,PNB,Non-Hld,118.34,120,116.45,1.63,123.55,4.41,0.89,63.36,2.09,2.04,0.05,118.84,113.79,108.74
20-10-2025,28-10-2025,PNBHOUSING,Non-Hld,870.85,900,854.4,1.93,945.6,8.59,0.8,53.95,1.15,4.93,-3.78,908.86,870.21,831.56
20-10-2025,28-10-2025,POLICYBZR,Non-Hld,1643,1700,1628.3,0.91,1771.7,7.84,0.65,35.07,-32.38,-26.54,-5.84,1804.92,1717.26,1629.61
20-10-2025,28-10-2025,POLYCAB,Non-Hld,7661,8000,7620.7,0.53,8379.3,9.38,0.69,59.31,91.5,102.2,-10.71,7815.03,7532.52,7250.02
20-10-2025,28-10-2025,POWERGRID,Holding,287.95,300,288,-0.01,312,8.36,0.46,51.7,1.02,0.64,0.39,294.17,286.86,279.56
20-10-2025,28-10-2025,POWERINDIA,Non-Hld,17457,18000,17207.5,1.45,18792.5,7.66,0.24,35.77,-489.45,-460.02,-29.43,19483.89,18161.55,16839.21
20-10-2025,28-10-2025,PPLPHARMA,Non-Hld,195.71,210,195.8,-0.04,224.2,14.56,0.57,49.23,-0.79,-0.52,-0.27,202.87,195.62,188.36
20-10-2025,28-10-2025,PRESTIGE,Non-Hld,1720.2,1700,1643.65,4.66,1756.35,2.11,0.88,68.34,28.54,7.89,20.65,1721.57,1587.25,1452.93
20-10-2025,28-10-2025,RBLBANK,Non-Hld,325.15,300,271.6,19.72,328.4,1,0.64,79.08,10.81,7.28,3.53,313.55,284.54,255.53
20-10-2025,28-10-2025,RECLTD,Non-Hld,375,380,365.7,2.55,394.3,5.15,0.8,49.04,-0.55,-0.58,0.03,385.2,375.76,366.33
20-10-2025,28-10-2025,RELIANCE,Non-Hld,1467.9,1400,1328.2,10.52,1471.8,0.27,0.82,73.87,7.47,-0.91,8.37,1429,1383.8,1338.61
20-10-2025,28-10-2025,RVNL,Non-Hld,329.5,350,327.85,0.51,372.15,12.95,0.33,39.12,-2.59,-0.52,-2.07,358.86,343.15,327.43
20-10-2025,28-10-2025,SAIL,Non-Hld,129.89,140,129.25,0.5,150.75,16.06,0.51,46.99,0,0.81,-0.8,138.19,133,127.81
20-10-2025,28-10-2025,SAMMAANCAP,Non-Hld,172.01,160,148.7,15.68,171.3,-0.41,1.12,73.26,8.24,7.9,0.34,181.04,156.93,132.82
20-10-2025,28-10-2025,SBICARD,Non-Hld,938,900,850.5,10.29,949.5,1.23,0.77,69.76,20.86,19.29,1.56,950.12,901.58,853.04
20-10-2025,28-10-2025,SBILIFE,Non-Hld,1839,1800,1739.2,5.74,1860.8,1.19,0.45,57.62,5.04,-1.27,6.31,1858.04,1810.4,1762.76
20-10-2025,28-10-2025,SBIN,Non-Hld,907,880,850.5,6.65,909.5,0.28,0.74,73.28,14.99,13.3,1.69,898.31,872.71,847.1
20-10-2025,28-10-2025,SHREECEM,Non-Hld,28870,30000,28741.9,0.45,31258.1,8.28,0.44,39,-91.16,-111.28,20.12,30082.26,29491.75,28901.24
20-10-2025,28-10-2025,SHRIRAMFIN,Non-Hld,692.1,700,678.95,1.94,721.05,4.19,0.89,72.51,16.83,13.93,2.91,704.31,651.4,598.48
20-10-2025,28-10-2025,SIEMENS,Holding,3098,3300,3086.6,0.37,3513.4,13.41,0.38,42.3,-19.53,-9.92,-9.61,3269.7,3157.15,3044.6
20-10-2025,28-10-2025,SOLARINDS,Non-Hld,14100,15000,14071.45,0.21,15928.55,12.97,0.66,49.54,-55.88,-89.88,34.01,14530.64,13977.85,13425.06
20-10-2025,28-10-2025,SONACOMS,Non-Hld,462,500,458.85,0.69,541.15,17.14,0.64,63.54,6.56,0.14,6.42,468.11,427.73,387.35
20-10-2025,28-10-2025,SRF,Non-Hld,3180,3200,3096.25,2.71,3303.75,3.9,1.12,73.98,61.21,32.11,29.1,3204.5,2973.84,2743.18
20-10-2025,28-10-2025,SUNPHARMA,Non-Hld,1687.6,1680,1648.75,2.36,1711.25,1.41,0.93,63.78,14.73,10.2,4.53,1697.13,1642.04,1586.95
20-10-2025,28-10-2025,SUPREMEIND,Non-Hld,4198,4500,4210.3,-0.29,4789.7,14.1,0.5,43.3,-49.93,-54.78,4.85,4347.54,4231.56,4115.58
20-10-2025,28-10-2025,SUZLON,Non-Hld,53.14,56,52.8,0.65,59.2,11.41,0.45,33.37,-1.32,-1.32,0,58.68,54.9,51.13
20-10-2025,28-10-2025,SYNGENE,Non-Hld,643.95,640,621.2,3.67,658.8,2.31,0.52,51.9,-2.96,-4.75,1.8,656.01,634.45,612.89
20-10-2025,28-10-2025,TATACONSUM,Non-Hld,1180,1170,1137.45,3.75,1202.55,1.92,0.63,68.5,12.37,9.32,3.04,1165.24,1132.76,1100.28
20-10-2025,28-10-2025,TATAELXSI,Non-Hld,5393,5500,5316.35,1.45,5683.65,5.39,0.39,46.01,-53.4,-62.9,9.5,5602.18,5399.5,5196.82
20-10-2025,28-10-2025,TATAPOWER,Non-Hld,399.8,400,391.05,2.24,408.95,2.29,0.84,61.21,2.19,1.26,0.92,401.05,392.06,383.08
20-10-2025,28-10-2025,TATASTEEL,Non-Hld,172.1,175,169.55,1.51,180.45,4.86,0.64,53.02,1.55,1.85,-0.3,176.17,171.71,167.26
20-10-2025,28-10-2025,TATATECH,Non-Hld,680,700,675.3,0.7,724.7,6.58,0.61,43.05,-0.67,1.82,-2.5,723.54,694.08,664.62
20-10-2025,28-10-2025,TCS,Non-Hld,3016.3,3100,2998.75,0.59,3201.25,6.14,0.59,51.45,-18.34,-25.16,6.81,3085.43,2970.81,2856.19
20-10-2025,28-10-2025,TECHM,Non-Hld,1446,1500,1442.6,0.24,1557.4,7.71,0.73,48.73,-8.21,-12.25,4.04,1483.26,1430.93,1378.61
20-10-2025,28-10-2025,TIINDIA,Non-Hld,3125,3200,3093.25,1.03,3306.75,5.82,0.47,47.14,-6.04,2.09,-8.13,3308.76,3167.79,3026.83
20-10-2025,28-10-2025,TITAGARH,Non-Hld,883,900,863,2.32,937,6.12,0.45,47.59,-2.16,1.89,-4.06,928.51,894.57,860.62
20-10-2025,28-10-2025,TITAN,Non-Hld,3737.9,3400,3054.75,22.37,3745.25,0.2,0.73,71.23,38,5.91,32.09,3702.7,3490.73,3278.76
20-10-2025,28-10-2025,TMPV,Non-Hld,399.6,400,386.4,3.42,413.6,3.51,0.41,14.49,-73.92,-39.58,-34.34,869.59,614.87,360.15
20-10-2025,28-10-2025,TORNTPHARM,Non-Hld,3569.5,3500,3396.8,5.09,3603.2,0.95,0.55,51.44,-8.66,-11.45,2.79,3645.31,3563.14,3480.98
20-10-2025,28-10-2025,TORNTPOWER,Non-Hld,1305,1300,1268.4,2.89,1331.6,2.04,0.68,57.59,9.99,-1.55,11.54,1333.84,1258.34,1182.83
20-10-2025,28-10-2025,TRENT,Non-Hld,4801,5000,4772.05,0.61,5227.95,8.9,0.46,45.65,-97.99,-129.05,31.07,4954.99,4757.04,4559.08
20-10-2025,28-10-2025,TVSMOTOR,Non-Hld,3666,3700,3595.35,1.97,3804.65,3.79,0.9,75.34,59.65,50.85,8.8,3636.14,3502.81,3369.48
20-10-2025,28-10-2025,ULTRACEMCO,Non-Hld,12365,13000,12337.9,0.22,13662.1,10.5,0.63,52.06,-30.32,-67.3,36.98,12527.94,12209.15,11890.36
20-10-2025,28-10-2025,UNIONBANK,Non-Hld,141.49,140,134.8,4.97,145.2,2.63,0.58,58.41,1.18,1.16,0.02,141.55,138.15,134.75
20-10-2025,28-10-2025,UNITDSPR,Non-Hld,1363.1,1400,1357.85,0.39,1442.15,5.8,0.59,58.85,6.55,3.77,2.78,1377.97,1337.37,1296.76
