Date,expiryDate,Symbol,Type,CMP,CMP_chg,CMP_pct_chg,CMP_trend,strikePrice,strikePrice_trend,Support,Support_chg,Support_pct_chg,Support_trend,Dist_from_Support,Dist_from_Support_trend,Resistance,Resistance_chg,Resistance_pct_chg,Resistance_trend,Dist_from_Resist,Dist_from_Resist_trend,PCR,PCR_trend,RSI,RSI_trend,MACD,MACD_trend,MACD_Signal,MACD_Signal_trend,MACD_Hist,MACD_Hist_trend,BB_HI,BB_HI_chg,BB_HI_pct_chg,BB_HI_trend,BB_MID,BB_MID_chg,BB_MID_pct_chg,BB_MID_trend,BB_LO,BB_LO_chg,BB_LO_pct_chg,BB_LO_trend,BB-FnO
08-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2525,-48,-1.87,down,2600,unchanged,2442.8,-9.3,-0.38,down,3.37,down,2757.2,9.3,0.34,up,9.2,up,0.56,down,54.56,down,48.28,down,50.69,down,-2.41,down,2698.47,-8.91,-0.33,down,2506.27,22.19,0.89,up,2314.07,53.29,2.36,up,Neutral (BB_MID Between Res-Sup)
09-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2547,-9.5,-0.37,down,2600,unchanged,2458.95,12.45,0.51,up,3.59,down,2741.05,-12.45,-0.45,down,7.62,down,0.57,down,56.45,down,45.19,down,49.59,down,-4.4,down,2693.23,-12.19,-0.45,down,2516.38,20.74,0.83,up,2339.53,53.66,2.35,up,Neutral (BB_MID Between Res-Sup)
10-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2542.1,17.1,0.68,up,2600,unchanged,2465,22.2,0.91,up,3.13,down,2735,-22.2,-0.81,down,7.59,down,0.57,up,57.34,up,42.92,down,48.26,down,-5.33,down,2692.86,-5.61,-0.21,down,2523.98,17.71,0.71,up,2355.11,41.04,1.77,up,Neutral (BB_MID Between Res-Sup)
13-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2523.5,-23.5,-0.92,down,2600,unchanged,2457.5,-1.45,-0.06,down,2.69,down,2742.5,1.45,0.05,up,8.68,up,0.55,down,54.05,down,38.78,down,46.36,down,-7.58,down,2688.41,-4.82,-0.18,down,2530.76,14.38,0.57,up,2373.1,33.57,1.43,up,Neutral (BB_MID Between Res-Sup)
14-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2519,-23.1,-0.91,down,2600,unchanged,2459.3,-5.7,-0.23,down,2.43,down,2740.7,5.7,0.21,up,8.81,up,0.54,down,52.62,down,34.27,down,43.94,down,-9.67,down,2680.16,-12.7,-0.47,down,2537.44,13.46,0.53,up,2394.71,39.6,1.68,up,Neutral (BB_MID Between Res-Sup)
15-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2538.8,15.3,0.61,up,2600,unchanged,2475.2,17.7,0.72,up,2.57,down,2724.8,-17.7,-0.65,down,7.33,down,0.55,unchanged,54.59,up,31.6,down,41.48,down,-9.87,down,2672.12,-16.29,-0.61,down,2544.1,13.34,0.53,up,2416.09,42.99,1.81,up,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2554.5,35.5,1.41,up,2600,unchanged,2488.7,29.4,1.2,up,2.65,up,2711.3,-29.4,-1.07,down,6.14,down,0.54,unchanged,57.58,up,31.13,down,39.41,down,-8.27,up,2662.08,-18.08,-0.67,down,2551.88,14.44,0.57,up,2441.69,46.98,1.96,up,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2545,6.2,0.24,up,2600,unchanged,2496.15,20.95,0.85,up,1.96,down,2703.85,-20.95,-0.77,down,6.25,down,0.53,down,56.26,up,29.76,down,37.48,down,-7.72,up,2645.47,-26.65,-1,down,2559.26,15.16,0.6,up,2473.04,56.95,2.36,up,Neutral (BB_MID Between Res-Sup)
20-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2550,-4.5,-0.18,down,2600,unchanged,2505.75,17.05,0.69,up,1.77,down,2694.25,-17.05,-0.63,down,5.66,down,0.52,down,56.04,down,28.23,down,35.63,down,-7.39,up,2645.33,-16.75,-0.63,down,2560.46,8.58,0.34,up,2475.59,33.9,1.39,up,Neutral (BB_MID Between Res-Sup)
21-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2548.5,3.5,0.14,up,2600,unchanged,2514.7,18.55,0.74,up,1.35,down,2685.3,-18.55,-0.69,down,5.37,down,0.52,down,56.3,up,26.86,down,33.88,down,-7.01,up,2635.28,-10.19,-0.39,down,2556.48,-2.78,-0.11,down,2477.68,4.64,0.19,up,Neutral (BB_MID Between Res-Sup)
23-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2544.9,-5.1,-0.2,down,2600,unchanged,2528.6,22.85,0.91,up,0.64,down,2671.4,-22.85,-0.85,down,4.97,down,0.52,unchanged,55.51,down,25.16,down,32.13,down,-6.98,up,2606.39,-38.94,-1.47,down,2549.95,-10.51,-0.41,down,2493.51,17.92,0.72,up,Neutral (BB_MID Between Res-Sup)
24-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2505.7,-42.8,-1.68,down,2600,unchanged,2498.6,-16.1,-0.64,down,0.28,down,2701.4,16.1,0.6,up,7.81,up,0.53,up,48.16,down,25.3,down,35.44,up,-10.14,down,2594.11,-41.17,-1.56,down,2544.17,-12.31,-0.48,down,2494.23,16.55,0.67,up,Neutral (BB_MID Between Res-Sup)
27-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2490,-54.9,-2.16,down,2600,unchanged,2494.35,-34.25,-1.35,down,-0.17,down,2705.65,34.25,1.28,up,8.66,up,0.54,up,46.35,down,15.2,down,26.84,down,-11.64,down,2592.38,-14.01,-0.54,down,2539.99,-9.96,-0.39,down,2487.6,-5.91,-0.24,down,Neutral (BB_MID Between Res-Sup)
28-Oct-25,28-Oct-25,ADANIENT,Non-Hld,2499,-6.7,-0.27,down,2600,unchanged,2484.4,-14.2,-0.57,down,0.59,up,2715.6,14.2,0.53,up,8.67,up,0.57,up,46.66,down,11.23,down,23.72,down,-12.49,down,2593.5,-0.61,-0.02,down,2537.52,-6.65,-0.26,down,2481.55,-12.68,-0.51,down,Neutral (BB_MID Between Res-Sup)
03-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1072.5,,,unchanged,1200,unchanged,1058.5,,,unchanged,1.33,unchanged,1341.5,,,unchanged,25.09,unchanged,0.72,unchanged,59.87,unchanged,27.58,unchanged,25.83,unchanged,1.75,unchanged,1144.59,,,unchanged,1019.91,,,unchanged,895.24,,,unchanged,Moderate Uptrend (Sup Near BB_MID to BB_HI)
06-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1059.2,,,unchanged,1200,unchanged,1049.35,,,unchanged,0.94,unchanged,1350.65,,,unchanged,27.52,unchanged,0.74,unchanged,57.49,unchanged,26.51,unchanged,25.97,unchanged,0.54,unchanged,1144.93,,,unchanged,1026.42,,,unchanged,907.9,,,unchanged,Moderate Uptrend (Sup Near BB_MID to BB_HI)
07-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1058.3,-14.2,-1.32,down,1100,down,1010.85,-47.65,-4.5,down,4.7,up,1189.15,-152.35,-11.36,down,12.37,down,0.48,down,57.71,down,25.48,down,25.87,up,-0.39,down,1144.56,-0.03,0,down,1032.59,12.68,1.24,up,920.62,25.38,2.83,up,Neutral (BB_MID Between Res-Sup)
08-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1045.5,-13.7,-1.29,down,1100,down,1009.35,-40,-3.81,down,3.59,up,1190.65,-160,-11.85,down,13.89,down,0.48,down,54.16,down,23.13,down,25.32,down,-2.19,down,1141.99,-2.94,-0.26,down,1037.66,11.24,1.1,up,933.33,25.43,2.8,up,Neutral (BB_MID Between Res-Sup)
09-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1052,-6.3,-0.6,down,1100,unchanged,1014.75,3.9,0.39,up,3.68,down,1185.25,-3.9,-0.33,down,12.67,up,0.49,up,55.37,down,21.54,down,24.56,down,-3.03,down,1140.77,-3.79,-0.33,down,1042.07,9.48,0.92,up,943.37,22.75,2.47,up,Neutral (BB_MID Between Res-Sup)
10-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1064.2,18.7,1.79,up,1100,unchanged,1022.5,13.15,1.3,up,4.08,up,1177.5,-13.15,-1.1,down,10.65,down,0.51,up,57.78,up,21.06,down,23.86,down,-2.8,down,1140.8,-1.19,-0.1,down,1046.47,8.81,0.85,up,952.13,18.8,2.01,up,Neutral (BB_MID Between Res-Sup)
13-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1050.7,-1.3,-0.12,down,1100,unchanged,1019.6,4.85,0.48,up,3.06,down,1180.4,-4.85,-0.41,down,12.35,down,0.5,up,54.56,down,19.42,down,22.97,down,-3.56,down,1139.48,-1.29,-0.11,down,1049.95,7.88,0.76,up,960.41,17.04,1.81,up,Neutral (BB_MID Between Res-Sup)
14-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1034,-30.2,-2.84,down,1100,unchanged,1010,-12.5,-1.22,down,2.38,down,1190,12.5,1.06,up,15.09,up,0.46,down,51,down,16.7,down,21.72,down,-5.02,down,1137.45,-3.35,-0.29,down,1052.42,5.95,0.57,up,967.39,15.26,1.6,up,Neutral (BB_MID Between Res-Sup)
15-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1049.7,-1,-0.1,down,1100,unchanged,1022.35,2.75,0.27,up,2.68,down,1177.65,-2.75,-0.23,down,12.19,down,0.48,down,52.67,down,14.99,down,20.37,down,-5.38,down,1135.09,-4.39,-0.39,down,1055.22,5.27,0.5,up,975.34,14.93,1.55,up,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1059,25,2.42,up,1100,unchanged,1028.6,18.6,1.84,up,2.96,up,1171.4,-18.6,-1.56,down,10.62,down,0.5,up,56.17,up,14.79,down,19.26,down,-4.46,up,1131.17,-6.28,-0.55,down,1059.26,6.84,0.65,up,987.35,19.96,2.06,up,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1038.9,-10.8,-1.03,down,1100,unchanged,1016.95,-5.4,-0.53,down,2.16,down,1183.05,5.4,0.46,up,13.88,up,0.47,down,50.43,down,12.59,down,17.92,down,-5.34,up,1124.99,-10.1,-0.89,down,1062.15,6.93,0.66,up,999.31,23.97,2.46,up,Neutral (BB_MID Between Res-Sup)
20-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1035.6,-23.4,-2.21,down,1100,unchanged,1021.05,-7.55,-0.73,down,1.43,down,1178.95,7.55,0.64,up,13.85,up,0.46,down,49.83,down,10.51,down,16.44,down,-5.93,down,1124.83,-6.34,-0.56,down,1062.32,3.06,0.29,up,999.81,12.46,1.26,up,Neutral (BB_MID Between Res-Sup)
21-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1036.3,-2.6,-0.25,down,1100,unchanged,1028.2,11.25,1.11,up,0.79,down,1171.8,-11.25,-0.95,down,13.08,down,0.46,down,51.25,up,9.23,down,15,down,-5.77,down,1104.33,-20.66,-1.84,down,1056.71,-5.44,-0.51,down,1009.09,9.78,0.98,up,Neutral (BB_MID Between Res-Sup)
23-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1045.7,10.1,0.98,up,1100,unchanged,1036.6,15.55,1.52,up,0.88,down,1163.4,-15.55,-1.32,down,11.26,down,0.44,down,52.41,up,8.5,down,13.7,down,-5.2,up,1085.61,-39.22,-3.49,down,1052.38,-9.94,-0.94,down,1019.14,19.33,1.93,up,Neutral (BB_MID Between Res-Sup)
24-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1031.8,-4.5,-0.43,down,1100,unchanged,1025.2,-3,-0.29,down,0.64,down,1174.8,3,0.26,up,13.86,up,0.43,down,48.79,down,9.07,down,15.16,up,-6.09,down,1077.2,-27.13,-2.46,down,1049.17,-7.54,-0.71,down,1021.13,12.04,1.19,up,Neutral (BB_MID Between Res-Sup)
27-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1017,-28.7,-2.74,down,1100,unchanged,1015.35,-21.25,-2.05,down,0.16,down,1184.65,21.25,1.83,up,16.48,up,0.38,down,45.32,down,4.18,down,10.68,down,-6.5,down,1073.76,-11.85,-1.09,down,1046.04,-6.34,-0.6,down,1018.33,-0.81,-0.08,down,Volatile Wide Range (BB within Res-Support)
28-Oct-25,28-Oct-25,ADANIGREEN,Non-Hld,1005,-26.8,-2.6,down,1100,unchanged,1004.95,-20.25,-1.98,down,0,down,1195.05,20.25,1.72,up,18.91,up,0.38,down,42.33,down,1.09,down,8.76,down,-7.67,down,1077.04,-0.16,-0.01,down,1043.88,-5.29,-0.5,down,1010.73,-10.4,-1.02,down,Volatile Wide Range (BB within Res-Support)
03-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1419.9,,,unchanged,1400,unchanged,1337.1,,,unchanged,6.2,unchanged,1462.9,,,unchanged,3.03,unchanged,0.73,unchanged,57.9,unchanged,13.26,unchanged,13.7,unchanged,-0.44,unchanged,1458.31,,,unchanged,1401.08,,,unchanged,1343.84,,,unchanged,Volatile Wide Range (BB within Res-Support)
06-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1400.8,,,unchanged,1400,unchanged,1338.9,,,unchanged,4.63,unchanged,1461.1,,,unchanged,4.31,unchanged,0.65,unchanged,51.82,unchanged,11.68,unchanged,13.29,unchanged,-1.61,unchanged,1449.25,,,unchanged,1405.01,,,unchanged,1360.77,,,unchanged,Volatile Wide Range (BB within Res-Support)
07-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1398.7,-21.2,-1.49,down,1400,unchanged,1339.6,2.5,0.19,up,4.42,down,1460.4,-2.5,-0.17,down,4.42,up,0.61,down,51.5,down,10.23,down,12.68,down,-2.45,down,1443.54,-14.77,-1.01,down,1407.57,6.49,0.46,up,1371.6,27.76,2.07,up,Volatile Wide Range (BB within Res-Support)
08-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1390.9,-9.9,-0.71,down,1400,unchanged,1340.1,1.2,0.09,up,3.8,down,1459.9,-1.2,-0.08,down,4.97,up,0.59,down,49.82,down,8.57,down,11.86,down,-3.29,down,1442.67,-6.58,-0.45,down,1408.24,3.23,0.23,up,1373.81,13.04,0.96,up,Volatile Wide Range (BB within Res-Support)
09-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1395.4,-3.3,-0.24,down,1400,unchanged,1342.05,2.45,0.18,up,3.98,down,1457.95,-2.45,-0.17,down,4.49,up,0.59,down,50.26,down,7.27,down,10.94,down,-3.67,down,1442.38,-1.16,-0.08,down,1408.56,0.99,0.07,up,1374.75,3.15,0.23,up,Volatile Wide Range (BB within Res-Support)
10-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1411.3,20.4,1.47,up,1400,unchanged,1344.3,4.2,0.31,up,4.99,up,1455.7,-4.2,-0.29,down,3.15,down,0.6,up,54.77,up,7.27,down,10.21,down,-2.94,up,1442.44,-0.23,-0.02,down,1409.38,1.14,0.08,up,1376.32,2.51,0.18,up,Volatile Wide Range (BB within Res-Support)
13-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1439,43.6,3.12,up,1400,unchanged,1334.85,-7.2,-0.54,down,7.81,up,1465.15,7.2,0.49,up,1.82,down,0.65,up,62.35,up,9.45,up,10.05,down,-0.61,up,1445.99,3.61,0.25,up,1411.62,3.06,0.22,up,1377.24,2.49,0.18,up,Volatile Wide Range (BB within Res-Support)
14-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1425,13.7,0.97,up,1400,unchanged,1342.4,-1.9,-0.14,down,6.16,up,1457.6,1.9,0.13,up,2.29,down,0.61,up,59.05,up,10.35,up,10.11,down,0.24,up,1447.61,5.17,0.36,up,1413.3,3.92,0.28,up,1379,2.68,0.19,up,Volatile Wide Range (BB within Res-Support)
15-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1451.5,12.5,0.87,up,1400,unchanged,1327.65,-7.2,-0.54,down,9.33,up,1472.35,7.2,0.49,up,1.44,down,0.68,up,64.1,up,12.67,up,10.62,up,2.04,up,1453.29,7.3,0.5,up,1415.43,3.81,0.27,up,1377.57,0.33,0.02,up,Volatile Wide Range (BB within Res-Support)
16-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1477,52,3.65,up,1400,unchanged,1312.4,-30,-2.23,down,12.55,up,1487.6,30,2.06,up,0.72,down,0.72,up,69.48,up,16.64,up,11.83,up,4.81,up,1465.82,18.21,1.26,up,1419.1,5.8,0.41,up,1372.38,-6.62,-0.48,down,Volatile Wide Range (BB within Res-Support)
17-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1478,26.5,1.83,up,1500,up,1450.45,122.8,9.25,up,1.9,down,1549.55,77.2,5.24,up,4.85,up,0.65,down,69.44,up,19.55,up,13.37,up,6.18,up,1475.89,22.6,1.56,up,1422.43,7,0.49,up,1368.97,-8.6,-0.62,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
20-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1464.9,-12.1,-0.82,down,1500,up,1448.55,136.15,10.37,up,1.13,down,1551.45,63.85,4.29,up,5.91,up,0.59,down,64.61,down,20.62,up,14.82,up,5.8,up,1481.26,15.44,1.05,up,1424.39,5.29,0.37,up,1367.52,-4.86,-0.35,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
21-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1472,-6,-0.41,down,1500,unchanged,1453.25,2.8,0.19,up,1.3,down,1546.75,-2.8,-0.18,down,5.08,up,0.59,down,65.94,down,21.74,up,16.2,up,5.54,down,1486.1,10.21,0.69,up,1425.86,3.43,0.24,up,1365.61,-3.36,-0.25,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
23-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1453.8,-11.1,-0.76,down,1500,unchanged,1446.55,-2,-0.14,down,0.5,down,1553.45,2,0.13,up,6.85,up,0.56,down,58.48,down,20.74,up,17.11,up,3.63,down,1487.48,6.22,0.42,up,1426.43,2.04,0.14,up,1365.38,-2.14,-0.16,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
24-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1426.7,-45.3,-3.08,down,1500,unchanged,1425.6,-27.65,-1.9,down,0.08,down,1574.4,27.65,1.79,up,10.35,up,0.58,down,51.11,down,20.79,down,19.89,up,0.9,down,1487.31,1.21,0.08,up,1426.3,0.44,0.03,up,1365.29,-0.32,-0.02,down,Neutral (BB_MID Between Res-Sup)
27-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1421.7,-32.1,-2.21,down,1500,unchanged,1422.9,-23.65,-1.63,down,-0.08,down,1577.1,23.65,1.52,up,10.93,up,0.65,up,48.81,down,14.63,down,16.73,down,-2.1,down,1487.42,-0.06,0,down,1426.97,0.54,0.04,up,1366.52,1.14,0.08,up,Neutral (BB_MID Between Res-Sup)
28-Oct-25,28-Oct-25,ADANIPORTS,Non-Hld,1418.9,-7.8,-0.55,down,1500,unchanged,1419.85,-5.75,-0.4,down,-0.07,down,1580.15,5.75,0.37,up,11.36,up,0.66,up,48.05,down,11.76,down,15.73,down,-3.97,down,1486.74,-0.57,-0.04,down,1428.26,1.96,0.14,up,1369.79,4.5,0.33,up,Neutral (BB_MID Between Res-Sup)
03-Oct-25,28-Oct-25,ALKEM,Non-Hld,5425,,,unchanged,5500,unchanged,5274.95,,,unchanged,2.85,unchanged,5725.05,,,unchanged,5.54,unchanged,0.9,unchanged,54.02,unchanged,48.84,unchanged,67.57,unchanged,-18.73,unchanged,5594.76,,,unchanged,5447.68,,,unchanged,5300.59,,,unchanged,Volatile Wide Range (BB within Res-Support)
06-Oct-25,28-Oct-25,ALKEM,Non-Hld,5500,,,unchanged,5600,unchanged,5359.55,,,unchanged,2.63,unchanged,5840.45,,,unchanged,6.19,unchanged,0.87,unchanged,58.42,unchanged,48.27,unchanged,63.71,unchanged,-15.44,unchanged,5594.26,,,unchanged,5455.7,,,unchanged,5317.14,,,unchanged,Neutral (BB_MID Between Res-Sup)
07-Oct-25,28-Oct-25,ALKEM,Non-Hld,5500,75,1.38,up,5600,up,5354.1,79.15,1.5,up,2.73,down,5845.9,120.85,2.11,up,6.29,up,0.68,down,58.19,up,47.11,down,60.39,down,-13.28,up,5590.92,-3.84,-0.07,down,5463.65,15.97,0.29,up,5336.38,35.79,0.68,up,Neutral (BB_MID Between Res-Sup)
08-Oct-25,28-Oct-25,ALKEM,Non-Hld,5499,-1,-0.02,down,5600,unchanged,5529.4,169.85,3.17,up,-0.54,down,5670.6,-169.85,-2.91,down,3.13,down,0.6,down,58.32,down,45.79,down,57.47,down,-11.68,up,5584.97,-9.29,-0.17,down,5471.52,15.82,0.29,up,5358.08,40.94,0.77,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
09-Oct-25,28-Oct-25,ALKEM,Non-Hld,5472,-28,-0.51,down,5600,unchanged,5365,10.9,0.2,up,2,down,5835,-10.9,-0.19,down,6.64,up,0.58,down,56.64,down,43.19,down,54.61,down,-11.42,up,5569.34,-21.58,-0.39,down,5479.52,15.87,0.29,up,5389.71,53.33,1,up,Volatile Wide Range (BB within Res-Support)
10-Oct-25,28-Oct-25,ALKEM,Non-Hld,5460,-39,-0.71,down,5600,unchanged,5371.6,-157.8,-2.85,down,1.65,up,5828.4,157.8,2.78,up,6.75,up,0.58,down,53.33,down,38.59,down,51.41,down,-12.82,down,5564.28,-20.69,-0.37,down,5482.58,11.06,0.2,up,5400.87,42.79,0.8,up,Volatile Wide Range (BB within Res-Support)
13-Oct-25,28-Oct-25,ALKEM,Non-Hld,5510,38,0.69,up,5500,down,5305.5,-59.5,-1.11,down,3.86,up,5694.5,-140.5,-2.41,down,3.35,down,0.57,down,57.26,up,37.58,down,48.64,down,-11.06,up,5565.03,-4.31,-0.08,down,5484.8,5.28,0.1,up,5404.57,14.86,0.28,up,Volatile Wide Range (BB within Res-Support)
14-Oct-25,28-Oct-25,ALKEM,Non-Hld,5500,40,0.73,up,5600,unchanged,5368,-3.6,-0.07,down,2.46,up,5832,3.6,0.06,up,6.04,down,0.54,down,57.31,up,36.4,down,46.19,down,-9.8,up,5564.42,0.14,0,up,5484.42,1.84,0.03,up,5404.43,3.56,0.07,up,Volatile Wide Range (BB within Res-Support)
15-Oct-25,28-Oct-25,ALKEM,Non-Hld,5577,67,1.22,up,5600,up,5416.65,111.15,2.09,up,2.97,down,5783.35,88.85,1.56,up,3.71,up,0.63,up,64.09,up,40.92,up,45.14,down,-4.22,up,5574.99,9.96,0.18,up,5487.6,2.8,0.05,up,5400.21,-4.36,-0.08,down,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,ALKEM,Non-Hld,5542,42,0.76,up,5600,unchanged,5441.75,73.75,1.37,up,1.85,down,5758.25,-73.75,-1.26,down,3.91,down,0.63,up,58.32,up,40.61,up,44.23,down,-3.62,up,5578.67,14.25,0.26,up,5490.18,5.76,0.11,up,5401.68,-2.75,-0.05,down,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,ALKEM,Non-Hld,5587,10,0.18,up,5600,unchanged,5455.15,38.5,0.71,up,2.42,down,5744.85,-38.5,-0.67,down,2.83,down,0.69,up,63.15,down,44.49,up,44.28,down,0.2,up,5592.08,17.09,0.31,up,5495.28,7.68,0.14,up,5398.47,-1.74,-0.03,down,Neutral (BB_MID Between Res-Sup)
20-Oct-25,28-Oct-25,ALKEM,Non-Hld,5545,3,0.05,up,5600,unchanged,5456.7,14.95,0.27,up,1.62,down,5743.3,-14.95,-0.26,down,3.58,down,0.75,up,59.96,up,45.07,up,44.44,up,0.62,up,5594.56,15.89,0.28,up,5496.05,5.87,0.11,up,5397.54,-4.14,-0.08,down,Neutral (BB_MID Between Res-Sup)
21-Oct-25,28-Oct-25,ALKEM,Non-Hld,5523,-64,-1.15,down,5600,unchanged,5465.75,10.6,0.19,up,1.05,down,5734.25,-10.6,-0.18,down,3.83,up,0.73,up,58.73,down,44.25,down,44.4,up,-0.16,down,5599.7,7.62,0.14,up,5498.68,3.4,0.06,up,5397.65,-0.82,-0.02,down,Neutral (BB_MID Between Res-Sup)
23-Oct-25,28-Oct-25,ALKEM,Non-Hld,5525,-20,-0.36,down,5600,unchanged,5498.35,41.65,0.76,up,0.48,down,5701.65,-41.65,-0.73,down,3.2,down,0.8,up,56.93,down,42.02,down,43.93,down,-1.9,down,5598.32,3.76,0.07,up,5498.15,2.1,0.04,up,5397.98,0.44,0.01,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
24-Oct-25,28-Oct-25,ALKEM,Non-Hld,5545,22,0.4,up,5600,unchanged,5519.3,53.55,0.98,up,0.47,down,5680.7,-53.55,-0.93,down,2.45,down,0.9,up,58.05,down,51.11,up,54.48,up,-3.37,down,5592.78,-6.92,-0.12,down,5496.6,-2.08,-0.04,down,5400.42,2.77,0.05,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
27-Oct-25,28-Oct-25,ALKEM,Non-Hld,5449,-76,-1.38,down,5600,unchanged,5472.5,-25.85,-0.47,down,-0.43,down,5727.5,25.85,0.45,up,5.11,up,0.83,up,49.28,down,33.62,down,41.35,down,-7.73,down,5591.43,-6.89,-0.12,down,5494.98,-3.17,-0.06,down,5398.52,0.54,0.01,up,Neutral (BB_MID Between Res-Sup)
28-Oct-25,28-Oct-25,ALKEM,Non-Hld,5440,-105,-1.89,down,5600,unchanged,5414.95,-104.35,-1.89,down,0.46,down,5785.05,104.35,1.84,up,6.34,up,0.64,down,44.72,down,24.24,down,37.92,down,-13.69,down,5591.51,-1.27,-0.02,down,5494.92,-1.68,-0.03,down,5398.34,-2.08,-0.04,down,Neutral (BB_MID Between Res-Sup)
03-Oct-25,28-Oct-25,AMBER,Non-Hld,8205.5,,,unchanged,8500,unchanged,7930.35,,,unchanged,3.47,unchanged,9069.65,,,unchanged,10.54,unchanged,0.99,unchanged,57.69,unchanged,172.19,unchanged,198.93,unchanged,-26.74,unchanged,8602.75,,,unchanged,8119.9,,,unchanged,7637.05,,,unchanged,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,AMBER,Non-Hld,8175,,,unchanged,8500,unchanged,7914.35,,,unchanged,3.3,unchanged,9085.65,,,unchanged,11.14,unchanged,0.91,unchanged,56.03,unchanged,158.14,unchanged,190.78,unchanged,-32.63,unchanged,8598.28,,,unchanged,8138.95,,,unchanged,7679.62,,,unchanged,Neutral (BB_MID Between Res-Sup)
07-Oct-25,28-Oct-25,AMBER,Non-Hld,8415,209.5,2.55,up,8500,unchanged,7968.3,37.95,0.48,up,5.61,up,9031.7,-37.95,-0.42,down,7.33,down,0.56,down,63,up,164.72,down,185.56,down,-20.84,up,8545.18,-57.57,-0.67,down,8186.18,66.28,0.82,up,7827.17,190.12,2.49,up,Neutral (BB_MID Between Res-Sup)
08-Oct-25,28-Oct-25,AMBER,Non-Hld,8251,76,0.93,up,8500,unchanged,7897.85,-16.5,-0.21,down,4.48,up,9102.15,16.5,0.18,up,10.32,down,0.52,down,55.98,down,153.76,down,179.2,down,-25.45,up,8524.14,-74.14,-0.86,down,8207.28,68.33,0.84,up,7890.41,210.79,2.74,up,Neutral (BB_MID Between Res-Sup)
09-Oct-25,28-Oct-25,AMBER,Non-Hld,8250,-165,-1.96,down,8500,unchanged,7881.7,-86.6,-1.09,down,4.68,down,9118.3,86.6,0.96,up,10.53,up,0.5,down,56.19,down,143.97,down,172.16,down,-28.18,down,8502.53,-42.65,-0.5,down,8226.12,39.94,0.49,up,7949.72,122.55,1.57,up,Volatile Wide Range (BB within Res-Support)
