Date,expiryDate,Symbol,Type,CMP,CMP_chg,CMP_pct_chg,CMP_trend,strikePrice,strikePrice_trend,Support,Support_chg,Support_pct_chg,Support_trend,Dist_from_Support,Dist_from_Support_trend,Resistance,Resistance_chg,Resistance_pct_chg,Resistance_trend,Dist_from_Resist,Dist_from_Resist_trend,PCR,PCR_trend,RSI,RSI_trend,MACD,MACD_trend,MACD_Signal,MACD_Signal_trend,MACD_Hist,MACD_Hist_trend,BB_HI,BB_HI_chg,BB_HI_pct_chg,BB_HI_trend,BB_MID,BB_MID_chg,BB_MID_pct_chg,BB_MID_trend,BB_LO,BB_LO_chg,BB_LO_pct_chg,BB_LO_trend,BB-FnO
15-Oct-25,28-Oct-25,INOXWIND,Non-Hld,148.58,-0.92,-0.62,down,150,unchanged,142.7,0.7,0.49,up,4.13,down,157.3,-0.7,-0.44,down,5.87,up,0.46,down,54.9,down,0.12,up,-0.79,up,0.92,unchanged,154.61,-0.99,-0.64,down,145.02,-0.36,-0.25,down,135.43,0.27,0.2,up,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,INOXWIND,Non-Hld,147,0.13,0.09,up,150,unchanged,143.1,1.35,0.95,up,2.73,down,156.9,-1.35,-0.85,down,6.74,down,0.45,down,52.2,down,0.21,up,-0.59,up,0.8,down,154.16,-0.9,-0.58,down,144.84,-0.33,-0.23,down,135.53,0.25,0.18,up,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,INOXWIND,Non-Hld,146.4,-2.18,-1.47,down,150,unchanged,143.2,0.5,0.35,up,2.24,down,156.8,-0.5,-0.32,down,7.11,up,0.46,unchanged,51.08,down,0.22,up,-0.43,up,0.65,down,153.89,-0.72,-0.47,down,144.72,-0.3,-0.21,down,135.55,0.12,0.09,up,Neutral (BB_MID Between Res-Sup)
20-Oct-25,28-Oct-25,INOXWIND,Non-Hld,147.2,0.2,0.14,up,150,unchanged,144.25,1.15,0.8,up,2.05,down,155.75,-1.15,-0.73,down,5.81,down,0.48,up,52.09,down,0.27,up,-0.29,up,0.56,down,153.21,-0.95,-0.62,down,144.49,-0.35,-0.24,down,135.77,0.24,0.18,up,Neutral (BB_MID Between Res-Sup)
21-Oct-25,28-Oct-25,INOXWIND,Non-Hld,149.2,2.8,1.91,up,150,unchanged,144.75,1.55,1.08,up,3.08,up,155.25,-1.55,-0.99,down,4.06,down,0.49,up,56.56,up,0.5,up,-0.13,up,0.63,down,152.55,-1.34,-0.87,down,144.33,-0.39,-0.27,down,136.1,0.55,0.41,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
23-Oct-25,28-Oct-25,INOXWIND,Non-Hld,153,5.8,3.94,up,150,unchanged,146.55,2.3,1.59,up,4.4,up,153.45,-2.3,-1.48,down,0.29,down,0.5,up,61.57,up,0.92,up,0.08,up,0.84,up,153.08,-0.13,-0.08,down,144.46,-0.03,-0.02,down,135.83,0.06,0.04,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
24-Oct-25,28-Oct-25,INOXWIND,Non-Hld,153.71,4.51,3.02,up,150,unchanged,146.25,1.5,1.04,up,5.1,up,153.75,-1.5,-0.97,down,0.03,down,0.53,up,64.28,up,1.39,up,0.2,up,1.19,up,154.53,1.98,1.3,up,144.95,0.62,0.43,up,135.36,-0.74,-0.54,down,Consolidation (Res-Sup Inside BB Range)
27-Oct-25,28-Oct-25,INOXWIND,Non-Hld,153.09,0.09,0.06,up,140,down,126.45,-20.1,-13.72,down,21.07,up,153.55,0.1,0.07,up,0.3,up,0.57,up,61.82,up,1.65,up,0.6,up,1.05,up,155.59,2.51,1.64,up,145.54,1.08,0.75,up,135.5,-0.33,-0.24,down,Neutral (BB_MID Between Res-Sup)
28-Oct-25,28-Oct-25,INOXWIND,Non-Hld,153.2,-0.51,-0.33,down,140,down,127.45,-18.8,-12.85,down,20.2,up,152.55,-1.2,-0.78,down,-0.42,down,0.65,up,62.14,down,1.86,up,0.85,up,1.01,down,156.2,1.67,1.08,up,146.34,1.39,0.96,up,136.47,1.11,0.82,up,Neutral (BB_MID Between Res-Sup)
03-Oct-25,28-Oct-25,IOC,Non-Hld,150.4,,,unchanged,150,unchanged,143.2,,,unchanged,5.03,unchanged,156.8,,,unchanged,4.26,unchanged,0.71,unchanged,67.62,unchanged,2.07,unchanged,1.65,unchanged,0.42,unchanged,152.19,,,unchanged,145.67,,,unchanged,139.16,,,unchanged,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,IOC,Non-Hld,154.65,,,unchanged,150,unchanged,141.85,,,unchanged,9.03,unchanged,158.15,,,unchanged,2.27,unchanged,0.66,unchanged,75.46,unchanged,2.49,unchanged,1.82,unchanged,0.67,unchanged,153.48,,,unchanged,146.43,,,unchanged,139.39,,,unchanged,Neutral (BB_MID Between Res-Sup)
07-Oct-25,28-Oct-25,IOC,Non-Hld,154.38,3.98,2.65,up,155,up,148.55,5.35,3.74,up,3.93,down,161.45,4.65,2.97,up,4.58,up,0.76,up,73.44,up,2.76,up,2.01,up,0.75,up,154.48,2.29,1.5,up,147.11,1.44,0.99,up,139.74,0.58,0.42,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
08-Oct-25,28-Oct-25,IOC,Non-Hld,153.42,-1.23,-0.8,down,155,up,148.6,6.75,4.76,up,3.25,down,161.4,3.25,2.06,up,5.21,up,0.72,up,70,down,2.87,up,2.18,up,0.69,up,155.05,1.57,1.02,up,147.74,1.31,0.89,up,140.43,1.04,0.75,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
09-Oct-25,28-Oct-25,IOC,Non-Hld,155.1,0.72,0.47,up,150,down,141.9,-6.65,-4.48,down,9.31,up,158.1,-3.35,-2.07,down,1.94,down,0.75,down,72.87,down,3.06,up,2.35,up,0.7,down,155.79,1.31,0.85,up,148.44,1.33,0.9,up,141.09,1.35,0.97,up,Neutral (BB_MID Between Res-Sup)
10-Oct-25,28-Oct-25,IOC,Non-Hld,153.8,0.38,0.25,up,150,down,143,-5.6,-3.77,down,7.56,up,157,-4.4,-2.73,down,2.09,down,0.71,down,68.1,down,3.08,up,2.5,up,0.58,down,156.39,1.34,0.86,up,148.95,1.21,0.82,up,141.51,1.08,0.77,up,Neutral (BB_MID Between Res-Sup)
13-Oct-25,28-Oct-25,IOC,Non-Hld,155.4,0.3,0.19,up,155,up,148.75,6.85,4.83,up,4.48,down,161.25,3.15,1.99,up,3.77,up,0.68,down,70.22,down,3.15,up,2.63,up,0.52,down,156.91,1.12,0.72,up,149.59,1.15,0.77,up,142.26,1.17,0.83,up,Neutral (BB_MID Between Res-Sup)
14-Oct-25,28-Oct-25,IOC,Non-Hld,152.7,-1.1,-0.72,down,155,up,148.7,5.7,3.99,up,2.69,down,161.3,4.3,2.74,up,5.64,up,0.64,down,60.94,down,2.98,down,2.7,up,0.28,down,157,0.61,0.39,up,150.03,1.08,0.73,up,143.05,1.54,1.09,up,Neutral (BB_MID Between Res-Sup)
15-Oct-25,28-Oct-25,IOC,Non-Hld,153.9,-1.5,-0.97,down,155,unchanged,149.35,0.6,0.4,up,3.05,down,160.65,-0.6,-0.37,down,4.39,up,0.64,down,62.84,down,2.88,down,2.73,up,0.14,down,157.21,0.3,0.19,up,150.46,0.87,0.58,up,143.72,1.46,1.03,up,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,IOC,Non-Hld,153.71,1.01,0.66,up,155,unchanged,149.75,1.05,0.71,up,2.65,down,160.25,-1.05,-0.65,down,4.26,down,0.67,up,62.77,up,2.76,down,2.74,up,0.02,down,157.4,0.4,0.25,up,150.85,0.82,0.55,up,144.3,1.25,0.87,up,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,IOC,Non-Hld,152.95,-0.95,-0.62,down,155,unchanged,149.85,0.5,0.33,up,2.07,down,160.15,-0.5,-0.31,down,4.71,up,0.66,up,59.86,down,2.58,down,2.71,down,-0.13,down,157.51,0.3,0.19,up,151.14,0.68,0.45,up,144.76,1.04,0.72,up,Neutral (BB_MID Between Res-Sup)
20-Oct-25,28-Oct-25,IOC,Non-Hld,153.72,0.01,0.01,up,155,unchanged,150.35,0.6,0.4,up,2.25,down,159.65,-0.6,-0.37,down,3.86,down,0.71,up,62.19,down,2.49,down,2.66,down,-0.18,down,157.77,0.37,0.24,up,151.4,0.55,0.36,up,145.04,0.74,0.51,up,Neutral (BB_MID Between Res-Sup)
21-Oct-25,28-Oct-25,IOC,Non-Hld,154,1.05,0.69,up,155,unchanged,150.9,1.05,0.7,up,2.06,down,159.1,-1.05,-0.66,down,3.32,down,0.72,up,62.88,up,2.41,down,2.61,down,-0.21,down,157.99,0.48,0.3,up,151.7,0.56,0.37,up,145.4,0.64,0.44,up,Neutral (BB_MID Between Res-Sup)
23-Oct-25,28-Oct-25,IOC,Non-Hld,150.29,-3.43,-2.23,down,155,unchanged,149.15,-1.2,-0.8,down,0.76,down,160.85,1.2,0.75,up,7.03,up,0.7,down,49.03,down,2,down,2.49,down,-0.49,down,157.93,0.16,0.1,up,151.79,0.39,0.26,up,145.65,0.61,0.42,up,Neutral (BB_MID Between Res-Sup)
24-Oct-25,28-Oct-25,IOC,Non-Hld,150.55,-3.45,-2.24,down,155,unchanged,149.8,-1.1,-0.73,down,0.5,down,160.2,1.1,0.69,up,6.41,up,0.69,down,49.77,down,2.06,down,2.74,up,-0.69,down,157.71,-0.28,-0.18,down,151.97,0.27,0.18,up,146.23,0.83,0.57,up,Neutral (BB_MID Between Res-Sup)
27-Oct-25,28-Oct-25,IOC,Non-Hld,155.23,4.94,3.29,up,155,unchanged,151.4,2.25,1.51,up,2.53,up,158.6,-2.25,-1.4,down,2.17,down,0.73,up,61.46,up,1.78,down,2.22,down,-0.43,up,157.68,-0.25,-0.16,down,152.42,0.63,0.42,up,147.16,1.51,1.04,up,Neutral (BB_MID Between Res-Sup)
28-Oct-25,28-Oct-25,IOC,Non-Hld,154.6,4.05,2.69,up,160,up,154.15,4.35,2.9,up,0.29,down,165.85,5.65,3.53,up,7.28,up,0.83,up,59.37,up,1.8,down,2.13,down,-0.34,up,156.98,-0.73,-0.46,down,152.89,0.92,0.61,up,148.8,2.57,1.76,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
03-Oct-25,28-Oct-25,IRCTC,Holding,708.4,,,unchanged,800,unchanged,711.3,,,unchanged,-0.4,unchanged,888.7,,,unchanged,25.46,unchanged,0.85,unchanged,41.32,unchanged,-4.97,unchanged,-3.34,unchanged,-1.63,unchanged,738.97,,,unchanged,717.66,,,unchanged,696.35,,,unchanged,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,IRCTC,Holding,710.05,,,unchanged,800,unchanged,708.3,,,unchanged,0.25,unchanged,891.7,,,unchanged,25.59,unchanged,0.77,unchanged,44.08,unchanged,-4.73,unchanged,-3.62,unchanged,-1.11,unchanged,738.97,,,unchanged,717.47,,,unchanged,695.97,,,unchanged,Neutral (BB_MID Between Res-Sup)
07-Oct-25,28-Oct-25,IRCTC,Holding,716,7.6,1.07,up,750,down,711.85,0.55,0.08,up,0.59,up,788.15,-100.55,-11.31,down,10.08,down,0.64,down,50.19,up,-3.96,up,-3.69,down,-0.27,up,739.07,0.1,0.01,up,717.66,0,0,unchanged,696.25,-0.1,-0.01,down,Neutral (BB_MID Between Res-Sup)
08-Oct-25,28-Oct-25,IRCTC,Holding,702.95,-7.1,-1,down,750,down,698.45,-9.85,-1.39,down,0.65,up,801.55,-90.15,-10.11,down,14.03,down,0.56,down,40.37,down,-4.4,up,-3.83,down,-0.58,up,739.42,0.45,0.06,up,717.16,-0.31,-0.04,down,694.89,-1.08,-0.16,down,Neutral (BB_MID Between Res-Sup)
09-Oct-25,28-Oct-25,IRCTC,Holding,710.5,-5.5,-0.77,down,750,unchanged,708.35,-3.5,-0.49,down,0.31,down,791.65,3.5,0.44,up,11.43,up,0.57,down,45.89,down,-4.17,down,-3.9,down,-0.28,down,739.19,0.12,0.02,up,716.72,-0.94,-0.13,down,694.24,-2.01,-0.29,down,Neutral (BB_MID Between Res-Sup)
10-Oct-25,28-Oct-25,IRCTC,Holding,715,12.05,1.71,up,750,unchanged,712,13.55,1.94,up,0.43,down,788,-13.55,-1.69,down,10.21,down,0.56,unchanged,50.28,up,-3.48,up,-3.81,up,0.34,up,738.96,-0.46,-0.06,down,716.52,-0.64,-0.09,down,694.08,-0.81,-0.12,down,Neutral (BB_MID Between Res-Sup)
13-Oct-25,28-Oct-25,IRCTC,Holding,710.35,-0.15,-0.02,down,750,unchanged,706.8,-1.55,-0.22,down,0.51,up,793.2,1.55,0.2,up,11.67,up,0.57,unchanged,46.11,up,-3.37,up,-3.73,up,0.35,up,738.36,-0.83,-0.11,down,715.89,-0.83,-0.12,down,693.42,-0.82,-0.12,down,Neutral (BB_MID Between Res-Sup)
14-Oct-25,28-Oct-25,IRCTC,Holding,705.1,-9.9,-1.38,down,750,unchanged,701.85,-10.15,-1.43,down,0.47,up,798.15,10.15,1.29,up,13.2,up,0.58,up,42.7,down,-3.69,down,-3.72,up,0.03,down,737.43,-1.53,-0.21,down,714.83,-1.69,-0.24,down,692.24,-1.84,-0.27,down,Neutral (BB_MID Between Res-Sup)
15-Oct-25,28-Oct-25,IRCTC,Holding,716,5.65,0.8,up,750,unchanged,713.3,6.5,0.92,up,0.38,down,786.7,-6.5,-0.82,down,9.88,down,0.5,down,51.25,up,-2.94,up,-3.56,up,0.62,up,736.17,-2.19,-0.3,down,714.28,-1.61,-0.22,down,692.39,-1.03,-0.15,down,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,IRCTC,Holding,718.3,13.2,1.87,up,750,unchanged,715.3,13.45,1.92,up,0.42,down,784.7,-13.45,-1.69,down,9.25,down,0.48,down,52.98,up,-2.1,up,-3.27,up,1.17,up,734.32,-3.11,-0.42,down,713.68,-1.15,-0.16,down,693.03,0.79,0.11,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
17-Oct-25,28-Oct-25,IRCTC,Holding,718,2,0.28,up,750,unchanged,714.5,1.2,0.17,up,0.49,up,785.5,-1.2,-0.15,down,9.41,down,0.48,down,53.24,up,-1.39,up,-2.89,up,1.51,up,731.19,-4.98,-0.68,down,712.87,-1.41,-0.2,down,694.55,2.16,0.31,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
20-Oct-25,28-Oct-25,IRCTC,Holding,721.5,3.2,0.45,up,720,down,703.4,-11.9,-1.66,down,2.58,up,736.6,-48.1,-6.13,down,2.1,down,0.47,down,54.39,up,-0.67,up,-2.45,up,1.78,up,727.38,-6.94,-0.95,down,712.09,-1.59,-0.22,down,696.8,3.77,0.54,up,Neutral (BB_MID Between Res-Sup)
21-Oct-25,28-Oct-25,IRCTC,Holding,716.5,-1.5,-0.21,down,750,unchanged,710.65,-3.85,-0.54,down,0.83,up,789.35,3.85,0.49,up,10.17,up,0.47,down,51.95,down,-0.35,up,-2.03,up,1.68,up,725.6,-5.59,-0.76,down,711.64,-1.23,-0.17,down,697.67,3.12,0.45,up,Neutral (BB_MID Between Res-Sup)
23-Oct-25,28-Oct-25,IRCTC,Holding,719,-2.5,-0.35,down,800,up,717.9,14.5,2.06,up,0.15,down,882.1,145.5,19.75,up,22.68,up,0.46,down,52.71,down,-0.01,up,-1.63,up,1.62,down,724.93,-2.45,-0.34,down,711.46,-0.63,-0.09,down,697.98,1.18,0.17,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
24-Oct-25,28-Oct-25,IRCTC,Holding,714.6,-1.9,-0.27,down,800,up,716.15,5.5,0.77,up,-0.22,down,883.85,94.5,11.97,up,23.68,up,0.45,down,49.19,down,-0.47,down,-1.9,up,1.43,down,724.87,-0.73,-0.1,down,711.43,-0.21,-0.03,down,697.98,0.31,0.04,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
27-Oct-25,28-Oct-25,IRCTC,Holding,723.2,4.2,0.58,up,800,unchanged,722.8,4.9,0.68,up,0.06,down,877.2,-4.9,-0.56,down,21.29,down,0.46,unchanged,56.17,up,0.61,up,-0.93,up,1.54,down,726.36,1.43,0.2,up,711.88,0.42,0.06,up,697.41,-0.57,-0.08,down,Moderate Uptrend (Sup Near BB_MID to BB_HI)
28-Oct-25,28-Oct-25,IRCTC,Holding,722,7.4,1.04,up,800,unchanged,721.35,5.2,0.73,up,0.09,up,878.65,-5.2,-0.59,down,21.7,down,0.48,up,54.11,up,0.95,up,-0.56,up,1.51,up,727.3,2.43,0.34,up,712.82,1.39,0.2,up,698.33,0.35,0.05,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
03-Oct-25,28-Oct-25,IREDA,Non-Hld,154.31,,,unchanged,155,unchanged,143.9,,,unchanged,7.24,unchanged,166.1,,,unchanged,7.65,unchanged,0.63,unchanged,56.18,unchanged,0.87,unchanged,0.94,unchanged,-0.07,unchanged,160.09,,,unchanged,151.08,,,unchanged,142.07,,,unchanged,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,IREDA,Non-Hld,151.35,,,unchanged,155,unchanged,143.4,,,unchanged,5.55,unchanged,166.6,,,unchanged,10.08,unchanged,0.64,unchanged,50.8,unchanged,0.78,unchanged,0.91,unchanged,-0.13,unchanged,160,,,unchanged,151.36,,,unchanged,142.72,,,unchanged,Neutral (BB_MID Between Res-Sup)
07-Oct-25,28-Oct-25,IREDA,Non-Hld,152.8,-1.51,-0.98,down,155,unchanged,144.1,0.2,0.14,up,6.04,down,165.9,-0.2,-0.12,down,8.58,up,0.43,down,52.92,down,0.79,down,0.88,down,-0.09,down,159.93,-0.16,-0.1,down,151.7,0.62,0.41,up,143.48,1.41,0.99,up,Neutral (BB_MID Between Res-Sup)
08-Oct-25,28-Oct-25,IREDA,Non-Hld,148.5,-2.85,-1.88,down,160,up,144.5,1.1,0.77,up,2.77,down,175.5,8.9,5.34,up,18.19,up,0.42,down,46.51,down,0.49,down,0.81,down,-0.31,down,159.67,-0.33,-0.21,down,151.88,0.52,0.34,up,144.09,1.37,0.96,up,Neutral (BB_MID Between Res-Sup)
09-Oct-25,28-Oct-25,IREDA,Non-Hld,149.6,-3.2,-2.09,down,160,up,145.65,1.55,1.08,up,2.72,down,174.35,8.45,5.09,up,16.55,up,0.43,unchanged,46.89,down,0.27,down,0.7,down,-0.43,down,159.61,-0.32,-0.2,down,151.95,0.25,0.16,up,144.28,0.8,0.56,up,Neutral (BB_MID Between Res-Sup)
10-Oct-25,28-Oct-25,IREDA,Non-Hld,151.09,2.59,1.74,up,150,down,139.65,-4.85,-3.36,down,8.2,up,160.35,-15.15,-8.63,down,6.13,down,0.44,up,50.71,up,0.26,down,0.61,down,-0.35,down,159.45,-0.22,-0.14,down,152.16,0.28,0.18,up,144.87,0.78,0.54,up,Volatile Wide Range (BB within Res-Support)
13-Oct-25,28-Oct-25,IREDA,Non-Hld,150.15,0.55,0.37,up,160,unchanged,146,0.35,0.24,up,2.85,up,174,-0.35,-0.2,down,15.89,down,0.42,down,49.1,up,0.18,down,0.53,down,-0.34,up,159.32,-0.29,-0.18,down,152.3,0.35,0.23,up,145.28,1,0.69,up,Neutral (BB_MID Between Res-Sup)
14-Oct-25,28-Oct-25,IREDA,Non-Hld,154.5,3.41,2.26,up,160,up,149.45,9.8,7.02,up,3.38,down,170.55,10.2,6.36,up,10.39,up,0.4,down,56.51,up,0.47,up,0.51,down,-0.04,up,159.49,0.04,0.03,up,152.41,0.25,0.16,up,145.32,0.45,0.31,up,Neutral (BB_MID Between Res-Sup)
15-Oct-25,28-Oct-25,IREDA,Non-Hld,155.19,5.04,3.36,up,160,unchanged,151.15,5.15,3.53,up,2.68,down,168.85,-5.15,-2.96,down,8.81,down,0.4,down,57.07,up,0.72,up,0.56,up,0.17,up,159.67,0.35,0.22,up,152.5,0.2,0.13,up,145.34,0.06,0.04,up,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,IREDA,Non-Hld,153.01,-1.49,-0.96,down,160,unchanged,150.15,0.7,0.47,up,1.91,down,169.85,-0.7,-0.41,down,11.01,up,0.4,unchanged,53.54,down,0.77,up,0.6,up,0.17,up,159.61,0.12,0.08,up,152.46,0.05,0.03,up,145.32,0,0,unchanged,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,IREDA,Non-Hld,151.42,-3.77,-2.43,down,160,unchanged,149.25,-1.9,-1.26,down,1.46,down,170.75,1.9,1.13,up,12.77,up,0.39,down,49.64,down,0.63,down,0.61,up,0.03,down,159.26,-0.41,-0.26,down,152.24,-0.26,-0.17,down,145.21,-0.13,-0.09,down,Neutral (BB_MID Between Res-Sup)
20-Oct-25,28-Oct-25,IREDA,Non-Hld,153.42,0.41,0.27,up,160,unchanged,151.75,1.6,1.07,up,1.11,down,168.25,-1.6,-0.94,down,9.67,down,0.42,up,53.5,down,0.69,down,0.62,up,0.07,down,157.69,-1.92,-1.2,down,151.86,-0.6,-0.39,down,146.02,0.7,0.48,up,Neutral (BB_MID Between Res-Sup)
21-Oct-25,28-Oct-25,IREDA,Non-Hld,153,1.58,1.04,up,160,unchanged,151.6,2.35,1.57,up,0.93,down,168.4,-2.35,-1.38,down,10.07,down,0.43,up,53.28,up,0.72,up,0.64,up,0.08,up,156.43,-2.83,-1.78,down,151.56,-0.68,-0.45,down,146.7,1.49,1.03,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
23-Oct-25,28-Oct-25,IREDA,Non-Hld,153.31,-0.11,-0.07,down,160,unchanged,152.9,1.15,0.76,up,0.27,down,167.1,-1.15,-0.68,down,8.99,down,0.45,up,54.02,up,0.77,up,0.67,up,0.1,up,156.05,-1.64,-1.04,down,151.46,-0.4,-0.26,down,146.87,0.85,0.58,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
24-Oct-25,28-Oct-25,IREDA,Non-Hld,153.47,0.47,0.31,up,160,unchanged,152.95,1.35,0.89,up,0.34,down,167.05,-1.35,-0.8,down,8.85,down,0.43,unchanged,53.7,up,0.89,up,0.76,up,0.13,up,156.13,-0.3,-0.19,down,151.49,-0.07,-0.05,down,146.85,0.15,0.1,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
27-Oct-25,28-Oct-25,IREDA,Non-Hld,153.44,0.13,0.08,up,160,unchanged,153.7,0.8,0.52,up,-0.17,down,166.3,-0.8,-0.48,down,8.38,down,0.49,up,53.63,down,0.79,up,0.71,up,0.08,down,156.32,0.27,0.17,up,151.65,0.19,0.13,up,146.97,0.1,0.07,up,Moderate Uptrend (Sup Near BB_MID to BB_HI)
28-Oct-25,28-Oct-25,IREDA,Non-Hld,151.65,-1.82,-1.19,down,160,unchanged,151.7,-1.25,-0.82,down,-0.03,down,168.3,1.25,0.75,up,10.98,up,0.49,up,49.05,down,0.63,down,0.7,down,-0.06,down,155.88,-0.25,-0.16,down,151.91,0.42,0.28,up,147.93,1.08,0.74,up,Neutral (BB_MID Between Res-Sup)
03-Oct-25,28-Oct-25,IRFC,Non-Hld,126,,,unchanged,130,unchanged,121.95,,,unchanged,3.33,unchanged,138.05,,,unchanged,9.57,unchanged,0.68,unchanged,50.04,unchanged,-0.37,unchanged,-0.25,unchanged,-0.12,unchanged,130.55,,,unchanged,126.14,,,unchanged,121.74,,,unchanged,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,IRFC,Non-Hld,125.5,,,unchanged,130,unchanged,122.05,,,unchanged,2.83,unchanged,137.95,,,unchanged,9.93,unchanged,0.66,unchanged,48.25,unchanged,-0.36,unchanged,-0.27,unchanged,-0.09,unchanged,130.48,,,unchanged,126.23,,,unchanged,121.98,,,unchanged,Neutral (BB_MID Between Res-Sup)
07-Oct-25,28-Oct-25,IRFC,Non-Hld,127.4,1.4,1.11,up,130,unchanged,122.45,0.5,0.41,up,4.05,up,137.55,-0.5,-0.36,down,7.97,down,0.51,down,53.64,up,-0.2,up,-0.26,down,0.06,up,130.55,0,0,unchanged,126.35,0.21,0.17,up,122.16,0.42,0.34,up,Neutral (BB_MID Between Res-Sup)
08-Oct-25,28-Oct-25,IRFC,Non-Hld,124.55,-0.95,-0.76,down,130,unchanged,120.6,-1.45,-1.19,down,3.28,up,139.4,1.45,1.05,up,11.93,up,0.51,down,45.87,down,-0.29,up,-0.26,up,-0.03,up,130.57,0.09,0.07,up,126.33,0.1,0.08,up,122.09,0.11,0.09,up,Volatile Wide Range (BB within Res-Support)
09-Oct-25,28-Oct-25,IRFC,Non-Hld,125.1,-2.3,-1.81,down,130,unchanged,121.65,-0.8,-0.65,down,2.84,down,138.35,0.8,0.58,up,10.6,up,0.51,unchanged,48.11,down,-0.3,down,-0.27,down,-0.03,down,130.55,0,0,unchanged,126.27,-0.08,-0.06,down,122,-0.16,-0.13,down,Volatile Wide Range (BB within Res-Support)
10-Oct-25,28-Oct-25,IRFC,Non-Hld,126.48,1.93,1.55,up,130,unchanged,122.45,1.85,1.53,up,3.3,up,137.55,-1.85,-1.33,down,8.76,down,0.58,up,52.08,up,-0.19,up,-0.25,up,0.07,up,130.59,0.02,0.02,up,126.32,-0.01,-0.01,down,122.06,-0.03,-0.02,down,Neutral (BB_MID Between Res-Sup)
13-Oct-25,28-Oct-25,IRFC,Non-Hld,125.65,0.55,0.44,up,130,unchanged,121.95,0.3,0.25,up,3.04,up,138.05,-0.3,-0.22,down,9.87,down,0.51,unchanged,49.24,up,-0.18,up,-0.24,up,0.06,up,130.57,0.02,0.02,up,126.29,0.02,0.02,up,122.01,0.01,0.01,up,Volatile Wide Range (BB within Res-Support)
14-Oct-25,28-Oct-25,IRFC,Non-Hld,124.35,-2.13,-1.68,down,130,unchanged,121.4,-1.05,-0.86,down,2.43,down,138.6,1.05,0.76,up,11.46,up,0.47,down,46.57,down,-0.25,down,-0.24,up,-0.01,down,130.36,-0.23,-0.18,down,126.1,-0.22,-0.17,down,121.85,-0.21,-0.17,down,Volatile Wide Range (BB within Res-Support)
15-Oct-25,28-Oct-25,IRFC,Non-Hld,125.2,-0.45,-0.36,down,130,unchanged,122.75,0.8,0.66,up,2,down,137.25,-0.8,-0.58,down,9.63,down,0.43,down,47.69,down,-0.27,down,-0.25,down,-0.02,down,129.97,-0.6,-0.46,down,125.9,-0.39,-0.31,down,121.83,-0.18,-0.15,down,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,IRFC,Non-Hld,124.9,0.55,0.44,up,130,unchanged,122.7,1.3,1.07,up,1.8,down,137.3,-1.3,-0.94,down,9.93,down,0.44,down,47.22,up,-0.3,down,-0.26,down,-0.04,down,129.45,-0.91,-0.7,down,125.67,-0.43,-0.34,down,121.89,0.04,0.03,up,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,IRFC,Non-Hld,123.55,-1.65,-1.32,down,130,unchanged,121.65,-1.1,-0.9,down,1.57,down,138.35,1.1,0.8,up,11.98,up,0.45,up,43.7,down,-0.41,down,-0.29,down,-0.12,down,128.88,-1.09,-0.84,down,125.38,-0.52,-0.41,down,121.88,0.05,0.04,up,Volatile Wide Range (BB within Res-Support)
20-Oct-25,28-Oct-25,IRFC,Non-Hld,125.19,0.29,0.23,up,130,unchanged,123.55,0.85,0.69,up,1.33,down,136.45,-0.85,-0.62,down,9,down,0.44,unchanged,48.99,up,-0.37,down,-0.3,down,-0.07,down,128.04,-1.41,-1.09,down,125.15,-0.52,-0.41,down,122.26,0.37,0.3,up,Neutral (BB_MID Between Res-Sup)
