Date,expiryDate,Symbol,Type,CMP,strikePrice,Support,Dist_from_Support,Resistance,Dist_from_Resist,PCR,RSI,MACD,MACD_Signal,MACD_Hist,BB_HI,BB_MID,BB_LO,Sentiment,Call_B,Call_S,Puts_W,Puts_L,Call_W,Call_L,Puts_B,Puts_S,Tot_Strikes
10-Nov-2025,25-Nov-2025,GODREJPROP,Non-Hld,2166.7,2300.0,2153.0,0.64,2447.0,12.94,0.63,46.16,30.08,51.16,-21.08,2396.56,2239.82,2083.08,5 - Bullish,14,11,13,9,1,0,0,1,38
10-Nov-2025,25-Nov-2025,GRASIM,Non-Hld,2762.0,3000.0,2771.7,-0.35,3228.3,16.88,0.46,41.62,-8.1,12.43,-20.53,2990.3,2851.32,2712.33,4 - Mild Bullish,2,21,5,18,3,1,0,0,49
10-Nov-2025,25-Nov-2025,HAL,Non-Hld,4787.0,5000.0,4706.0,1.72,5294.0,10.59,0.74,55.27,-20.91,-10.85,-10.06,4917.89,4750.12,4582.36,4 - Mild Bullish,8,14,13,8,0,0,0,0,31
10-Nov-2025,25-Nov-2025,HAVELLS,Non-Hld,1456.0,1500.0,1438.2,1.24,1561.8,7.27,0.61,39.31,-13.77,-11.47,-2.3,1518.55,1480.79,1443.04,5 - Bullish,5,3,5,5,2,3,0,0,25
10-Nov-2025,25-Nov-2025,HCLTECH,Non-Hld,1540.0,1400.0,1249.65,23.23,1550.35,0.67,0.71,61.03,20.03,21.87,-1.84,1565.22,1517.69,1470.16,6 - Very Bullish,11,5,12,6,0,0,0,0,25
10-Nov-2025,25-Nov-2025,HDFCAMC,Non-Hld,5490.0,5500.0,5290.25,3.78,5709.75,4.0,0.62,47.36,-61.87,-56.22,-5.65,5837.48,5549.92,5262.37,4 - Mild Bullish,4,13,8,10,2,1,0,0,37
10-Nov-2025,25-Nov-2025,HDFCBANK,Non-Hld,984.6,1000.0,970.5,1.45,1029.5,4.56,0.69,48.3,2.13,4.89,-2.76,1014.12,992.89,971.67,4 - Mild Bullish,8,4,14,18,7,12,1,0,46
10-Nov-2025,25-Nov-2025,HDFCLIFE,Non-Hld,750.0,750.0,726.9,3.18,773.1,3.08,0.54,50.89,-4.05,-5.45,1.41,759.4,744.52,729.64,4 - Mild Bullish,4,5,3,12,2,4,0,0,24
10-Nov-2025,25-Nov-2025,HEROMOTOCO,Non-Hld,5368.5,5600.0,5293.2,1.42,5906.8,10.03,0.7,42.99,-13.58,30.94,-44.52,5738.66,5522.62,5306.59,4 - Mild Bullish,9,13,9,12,1,1,0,0,38
10-Nov-2025,25-Nov-2025,HFCL,Non-Hld,74.3,75.0,69.97,6.19,80.03,7.71,0.51,45.97,0.06,0.35,-0.29,78.58,76.12,73.67,3 - Mild Bearish,0,0,2,1,11,7,6,3,26
10-Nov-2025,25-Nov-2025,HINDALCO,Non-Hld,784.9,800.0,766.2,2.44,833.8,6.23,0.61,44.45,11.64,18.98,-7.34,875.37,808.24,741.11,1 - Very Bearish,0,0,5,7,14,9,5,5,32
10-Nov-2025,25-Nov-2025,HINDPETRO,Non-Hld,481.6,500.0,473.0,1.82,527.0,9.43,0.7,70.11,13.84,12.58,1.26,490.68,457.96,425.25,4 - Mild Bullish,6,10,11,10,1,1,0,0,33
10-Nov-2025,25-Nov-2025,HINDUNILVR,Non-Hld,2409.0,2600.0,2416.55,-0.31,2783.45,15.54,0.44,31.39,-31.12,-22.87,-8.25,2597.97,2483.66,2369.34,3 - Mild Bearish,0,0,9,6,15,10,2,4,41
10-Nov-2025,25-Nov-2025,HINDZINC,Non-Hld,486.0,550.0,484.35,0.34,615.65,26.68,0.41,53.47,-0.15,1.94,-2.09,511.82,485.77,459.71,4 - Mild Bullish,14,12,9,13,1,0,0,0,35
10-Nov-2025,25-Nov-2025,HUDCO,Non-Hld,233.32,250.0,230.68,1.14,269.32,15.43,0.51,54.77,1.8,2.08,-0.28,239.07,230.5,221.94,5 - Bullish,18,5,15,4,1,0,0,0,30
10-Nov-2025,25-Nov-2025,ICICIBANK,Non-Hld,1346.8,1400.0,1342.95,0.29,1457.05,8.19,0.54,43.61,-13.9,-11.36,-2.54,1424.85,1369.0,1313.14,4 - Mild Bullish,5,15,7,17,1,2,0,0,44
10-Nov-2025,25-Nov-2025,ICICIGI,Non-Hld,2021.5,2000.0,1922.3,5.16,2077.7,2.78,0.62,59.78,30.91,30.93,-0.02,2103.43,1983.02,1862.61,6 - Very Bullish,7,1,10,5,6,2,0,0,29
10-Nov-2025,25-Nov-2025,ICICIPRULI,Non-Hld,612.0,620.0,596.45,2.61,643.55,5.16,0.64,60.44,2.78,0.71,2.06,615.28,600.28,585.28,2 - Bearish,3,0,0,2,11,5,12,5,37
10-Nov-2025,25-Nov-2025,IDEA,Non-Hld,9.53,10.0,8.95,6.48,11.05,15.95,0.55,57.26,0.28,0.3,-0.02,10.0,9.17,8.34,2 - Bearish,1,0,0,0,2,4,3,2,10
10-Nov-2025,25-Nov-2025,IDFCFIRSTB,Non-Hld,81.09,84.0,79.67,1.78,88.33,8.93,0.56,67.78,2.41,2.29,0.12,84.74,77.93,71.12,3 - Mild Bearish,0,0,3,2,9,9,5,8,32
10-Nov-2025,25-Nov-2025,IEX,Holding,139.5,150.0,137.99,1.09,162.01,16.14,0.59,46.66,-0.74,-0.44,-0.3,149.06,140.22,131.37,6 - Very Bullish,2,4,8,5,3,5,0,0,22
10-Nov-2025,25-Nov-2025,IGL,Non-Hld,208.6,220.0,204.86,1.83,235.14,12.72,0.62,44.8,0.12,0.39,-0.27,217.05,211.96,206.88,1 - Very Bearish,0,0,0,0,15,3,11,4,26
10-Nov-2025,25-Nov-2025,IIFL,Non-Hld,542.3,550.0,519.75,4.34,580.25,7.0,0.59,66.49,17.42,17.14,0.28,553.49,514.4,475.31,4 - Mild Bullish,4,10,9,6,0,0,0,1,21
10-Nov-2025,25-Nov-2025,INDHOTEL,Non-Hld,703.0,800.0,704.3,-0.18,895.7,27.41,0.53,36.31,-8.37,-4.14,-4.24,766.54,733.06,699.59,4 - Mild Bullish,3,10,7,12,2,2,0,0,28
10-Nov-2025,25-Nov-2025,INDIANB,Non-Hld,875.55,870.0,827.25,5.84,912.75,4.25,0.72,77.02,35.35,35.36,-0.0,908.72,832.08,755.45,6 - Very Bullish,2,1,9,4,11,4,0,0,35
10-Nov-2025,25-Nov-2025,INDIGO,Holding,5586.0,6000.0,5626.25,-0.72,6373.75,14.1,0.77,40.34,-35.98,-12.28,-23.69,5968.38,5759.62,5550.87,3 - Mild Bearish,0,0,13,7,11,9,0,0,37
10-Nov-2025,25-Nov-2025,INDUSINDBK,Non-Hld,797.0,800.0,762.7,4.5,837.3,5.06,0.73,62.71,12.1,10.45,1.65,819.92,775.34,730.76,6 - Very Bullish,5,2,14,7,9,2,0,1,27
10-Nov-2025,25-Nov-2025,INDUSTOWER,Non-Hld,398.9,380.0,355.4,12.24,404.6,1.43,0.77,68.08,11.91,8.44,3.47,409.91,369.55,329.19,1 - Very Bearish,0,0,7,9,7,12,0,2,30
10-Nov-2025,25-Nov-2025,INFY,Non-Hld,1515.0,1500.0,1443.5,4.95,1556.5,2.74,0.58,60.2,5.84,4.92,0.93,1526.96,1476.27,1425.58,4 - Mild Bullish,6,14,7,12,0,0,0,0,25
10-Nov-2025,25-Nov-2025,INOXWIND,Non-Hld,152.03,160.0,148.72,2.23,171.28,12.66,0.54,52.25,1.56,1.96,-0.4,158.31,151.55,144.79,5 - Bullish,11,6,9,6,0,0,0,0,22
10-Nov-2025,25-Nov-2025,IOC,Non-Hld,169.0,160.0,148.56,13.76,171.44,1.44,1.07,76.43,5.3,4.4,0.9,174.08,159.61,145.14,4 - Mild Bullish,10,16,9,23,3,1,0,0,56
10-Nov-2025,25-Nov-2025,IRCTC,Holding,705.1,730.0,693.25,1.71,766.75,8.74,0.71,40.76,-1.86,0.11,-1.98,732.31,716.82,701.34,5 - Bullish,13,3,9,8,4,2,0,3,41
10-Nov-2025,25-Nov-2025,IREDA,Non-Hld,148.99,160.0,148.23,0.51,171.77,15.29,0.49,43.26,-0.44,0.16,-0.61,156.19,152.25,148.31,1 - Very Bearish,0,1,1,1,5,8,7,3,20
10-Nov-2025,25-Nov-2025,IRFC,Non-Hld,120.85,125.0,119.08,1.49,130.92,8.33,0.52,40.01,-0.82,-0.53,-0.29,125.55,123.12,120.69,1 - Very Bearish,1,0,0,1,13,5,7,6,40
10-Nov-2025,25-Nov-2025,ITC,Non-Hld,406.0,420.0,405.75,0.06,434.25,6.96,0.5,43.81,0.25,1.62,-1.37,425.65,411.0,396.35,6 - Very Bullish,5,3,14,8,6,9,0,0,47
10-Nov-2025,25-Nov-2025,JINDALSTEL,Non-Hld,1072.8,1100.0,1047.35,2.43,1152.65,7.44,1.03,57.97,11.8,8.36,3.44,1098.79,1037.16,975.53,6 - Very Bullish,4,5,16,7,11,4,0,0,35
10-Nov-2025,25-Nov-2025,JIOFIN,Non-Hld,301.6,310.0,296.65,1.67,323.35,7.21,0.57,42.93,-1.97,-1.16,-0.81,315.07,307.08,299.09,6 - Very Bullish,4,2,8,6,2,3,0,0,20
10-Nov-2025,25-Nov-2025,JSWENERGY,Non-Hld,522.65,550.0,516.4,1.21,583.6,11.66,0.42,44.04,-2.88,-0.84,-2.04,551.23,533.51,515.79,6 - Very Bullish,6,4,7,5,2,3,0,0,18
10-Nov-2025,25-Nov-2025,JSWSTEEL,Non-Hld,1180.9,1200.0,1155.1,2.23,1244.9,5.42,0.59,55.82,13.2,15.4,-2.2,1213.19,1170.27,1127.35,5 - Bullish,11,8,9,6,1,0,0,1,36
10-Nov-2025,25-Nov-2025,JUBLFOOD,Non-Hld,587.0,600.0,564.05,4.07,635.95,8.34,0.77,40.63,-7.4,-6.72,-0.67,611.85,593.84,575.83,6 - Very Bullish,8,5,12,1,1,0,1,0,23
10-Nov-2025,25-Nov-2025,KALYANKJIL,Non-Hld,510.9,520.0,491.75,3.89,548.25,7.31,0.52,55.57,6.47,4.96,1.51,531.56,500.92,470.27,6 - Very Bullish,1,0,13,4,9,6,0,0,21
10-Nov-2025,25-Nov-2025,KAYNES,Non-Hld,6455.0,7000.0,6347.1,1.7,7652.9,18.56,0.4,40.31,-145.79,-95.13,-50.66,7145.9,6743.92,6341.95,4 - Mild Bullish,3,17,10,8,1,1,0,0,30
10-Nov-2025,25-Nov-2025,KEI,Non-Hld,4020.1,4300.0,4005.2,0.37,4594.8,14.3,0.45,46.21,-41.25,-20.25,-21.0,4382.98,4121.04,3859.11,4 - Mild Bullish,7,8,6,6,1,0,0,0,25
10-Nov-2025,25-Nov-2025,KFINTECH,Holding,1082.8,1200.0,1079.95,0.26,1320.05,21.91,0.41,45.69,-4.04,2.03,-6.07,1177.82,1117.38,1056.94,1 - Very Bearish,0,0,0,0,8,9,5,6,23
10-Nov-2025,25-Nov-2025,KOTAKBANK,Non-Hld,2090.0,2200.0,2088.1,0.09,2311.9,10.62,0.54,44.72,1.61,16.94,-15.33,2237.6,2150.59,2063.58,6 - Very Bullish,9,4,12,6,2,5,1,0,32
10-Nov-2025,25-Nov-2025,KPITTECH,Non-Hld,1188.1,1200.0,1133.15,4.85,1266.85,6.63,0.7,55.11,-6.25,-8.88,2.63,1200.31,1166.62,1132.92,6 - Very Bullish,13,3,14,2,0,0,0,0,20
10-Nov-2025,25-Nov-2025,LAURUSLABS,Non-Hld,1000.1,1000.0,955.7,4.65,1044.3,4.42,0.81,74.71,28.56,24.05,4.51,1021.45,939.31,857.17,4 - Mild Bullish,10,13,16,14,0,0,0,0,36
10-Nov-2025,25-Nov-2025,LICHSGFIN,Non-Hld,571.0,600.0,570.1,0.16,629.9,10.32,0.63,48.03,0.18,1.12,-0.94,588.06,574.67,561.28,4 - Mild Bullish,0,4,8,7,4,5,0,0,35
10-Nov-2025,25-Nov-2025,LICI,Non-Hld,899.9,920.0,880.5,2.2,959.5,6.62,0.4,49.78,3.67,3.14,0.52,918.45,900.22,881.99,1 - Very Bearish,0,0,0,0,16,3,12,5,27
10-Nov-2025,25-Nov-2025,LODHA,Non-Hld,1207.0,1200.0,1144.25,5.48,1255.75,4.04,0.64,54.18,12.79,7.79,5.0,1241.89,1190.46,1139.03,1 - Very Bearish,0,0,0,0,7,4,3,7,20
10-Nov-2025,25-Nov-2025,LT,Non-Hld,3916.8,4000.0,3879.05,0.97,4120.95,5.21,0.49,57.62,50.05,63.63,-13.58,4038.81,3900.66,3762.51,4 - Mild Bullish,11,14,14,14,2,2,1,0,50
10-Nov-2025,25-Nov-2025,LTF,Non-Hld,301.05,290.0,272.2,10.6,307.8,2.24,1.17,77.08,10.56,8.44,2.13,294.84,273.37,251.9,3 - Mild Bearish,1,2,12,10,14,14,5,0,50
10-Nov-2025,25-Nov-2025,LTIM,Non-Hld,5650.0,5700.0,5460.35,3.47,5939.65,5.13,0.57,58.42,76.96,90.36,-13.4,5734.77,5602.52,5470.27,5 - Bullish,9,8,9,4,0,0,0,1,34
10-Nov-2025,25-Nov-2025,LUPIN,Non-Hld,1985.0,2000.0,1916.25,3.59,2083.75,4.97,0.65,56.58,6.73,1.7,5.04,2000.93,1955.03,1909.13,4 - Mild Bullish,6,5,9,10,3,6,0,0,31
10-Nov-2025,25-Nov-2025,M&M,Non-Hld,3666.0,3600.0,3438.75,6.61,3761.25,2.6,0.72,61.77,34.83,26.44,8.39,3705.33,3574.61,3443.89,1 - Very Bearish,0,0,3,3,6,10,1,12,25
10-Nov-2025,25-Nov-2025,MANAPPURAM,Non-Hld,278.3,280.0,266.55,4.41,293.45,5.44,0.59,50.6,-3.39,-3.07,-0.31,292.09,277.68,263.27,6 - Very Bullish,9,10,14,5,0,0,0,0,39
10-Nov-2025,25-Nov-2025,MANKIND,Non-Hld,2239.4,2400.0,2234.05,0.24,2565.95,14.58,0.47,22.78,-52.45,-35.77,-16.67,2533.33,2404.29,2275.25,3 - Mild Bearish,0,0,2,1,8,4,3,4,18
10-Nov-2025,25-Nov-2025,MARICO,Non-Hld,720.0,720.0,691.5,4.12,748.5,3.96,0.93,50.8,-0.02,0.81,-0.83,732.81,719.87,706.92,5 - Bullish,8,4,7,4,0,0,0,0,21
10-Nov-2025,25-Nov-2025,MARUTI,Non-Hld,15600.0,16500.0,15609.65,-0.06,17390.35,11.48,0.41,41.39,-82.67,45.43,-128.1,16826.2,16056.2,15286.2,6 - Very Bullish,9,14,17,10,5,4,1,0,45
10-Nov-2025,25-Nov-2025,MAXHEALTH,Non-Hld,1099.8,1200.0,1095.65,0.38,1304.35,18.6,0.53,34.03,-10.62,-2.62,-8.0,1226.44,1165.53,1104.62,3 - Mild Bearish,0,0,1,0,12,3,7,3,20
10-Nov-2025,25-Nov-2025,MAZDOCK,Non-Hld,2705.0,3000.0,2693.65,0.42,3306.35,22.23,0.39,42.35,-41.58,-30.94,-10.64,2887.58,2764.18,2640.78,4 - Mild Bullish,2,9,8,8,2,3,0,0,22
10-Nov-2025,25-Nov-2025,MCX,Holding,9529.5,9000.0,8294.0,14.9,9706.0,1.85,0.71,64.3,259.83,278.99,-19.16,9597.79,9275.55,8953.31,6 - Very Bullish,12,10,14,15,0,1,0,0,39
10-Nov-2025,25-Nov-2025,MFSL,Non-Hld,1620.0,1700.0,1596.35,1.48,1803.65,11.34,0.7,61.78,5.32,-4.63,9.95,1634.33,1563.31,1492.29,2 - Bearish,10,5,0,2,1,1,11,4,26
10-Nov-2025,25-Nov-2025,MOTHERSON,Holding,102.35,115.0,101.96,0.38,128.04,25.1,0.44,40.47,-0.19,0.32,-0.51,108.21,105.47,102.72,1 - Very Bearish,0,0,0,0,25,2,17,5,35
10-Nov-2025,25-Nov-2025,MPHASIS,Non-Hld,2775.0,3000.0,2768.5,0.23,3231.5,16.45,0.48,48.52,-4.78,-0.25,-4.52,2888.52,2786.67,2684.82,4 - Mild Bullish,0,8,3,11,0,4,0,0,19
10-Nov-2025,25-Nov-2025,MUTHOOTFIN,Non-Hld,3325.0,3200.0,2975.2,11.76,3424.8,3.0,0.58,68.05,40.39,45.58,-5.19,3333.87,3219.84,3105.8,6 - Very Bullish,7,7,10,6,0,0,0,0,23
10-Nov-2025,25-Nov-2025,NATIONALUM,Non-Hld,257.29,260.0,246.37,4.43,273.63,6.35,0.95,75.47,6.68,6.24,0.45,247.87,232.93,217.99,4 - Mild Bullish,10,14,15,13,0,0,0,0,41
10-Nov-2025,25-Nov-2025,NAUKRI,Non-Hld,1348.0,1400.0,1308.05,3.05,1491.95,10.68,0.56,46.94,-2.88,-0.52,-2.37,1399.18,1350.35,1301.52,5 - Bullish,7,3,5,2,3,2,4,2,24
10-Nov-2025,25-Nov-2025,NBCC,Non-Hld,113.28,120.0,110.49,2.53,129.51,14.33,0.45,51.38,0.96,1.27,-0.31,117.84,113.23,108.62,3 - Mild Bearish,2,0,8,6,8,10,0,3,37
10-Nov-2025,25-Nov-2025,NCC,Non-Hld,188.98,210.0,187.8,0.63,232.2,22.87,0.51,26.97,-3.49,-1.22,-2.27,220.77,207.27,193.78,3 - Mild Bearish,0,0,2,0,20,5,11,7,32
10-Nov-2025,25-Nov-2025,NESTLEIND,Non-Hld,1262.0,1300.0,1251.7,0.82,1348.3,6.84,0.34,58.22,16.26,20.17,-3.92,1322.9,1262.28,1201.65,6 - Very Bullish,2,4,10,2,10,5,0,0,39
10-Nov-2025,25-Nov-2025,NHPC,Non-Hld,82.52,85.0,81.17,1.66,88.83,7.65,0.51,38.96,-0.69,-0.18,-0.51,88.31,85.2,82.08,4 - Mild Bullish,10,6,4,8,3,1,0,0,29
10-Nov-2025,25-Nov-2025,NMDC,Non-Hld,75.19,80.0,74.59,0.8,85.41,13.59,0.56,49.82,-0.27,-0.11,-0.16,77.28,75.21,73.15,5 - Bullish,10,11,10,8,0,0,0,1,28
10-Nov-2025,25-Nov-2025,NTPC,Non-Hld,325.3,350.0,325.4,-0.03,374.6,15.16,0.43,38.64,-2.33,-0.6,-1.73,346.54,335.0,323.47,1 - Very Bearish,0,2,8,9,16,9,0,4,43
10-Nov-2025,25-Nov-2025,NUVAMA,Non-Hld,7468.5,7500.0,7086.05,5.4,7913.95,5.96,0.6,64.81,141.69,148.44,-6.75,7475.88,7230.35,6984.82,6 - Very Bullish,7,6,10,6,0,0,1,1,24
10-Nov-2025,25-Nov-2025,NYKAA,Non-Hld,260.0,260.0,247.1,5.22,272.9,4.96,0.64,59.5,1.09,2.08,-0.99,265.5,255.07,244.63,6 - Very Bullish,17,6,21,5,3,0,0,0,36
10-Nov-2025,25-Nov-2025,OBEROIRLTY,Non-Hld,1788.0,1800.0,1727.4,3.51,1872.6,4.73,0.76,65.47,42.05,35.61,6.44,1852.98,1716.34,1579.7,3 - Mild Bearish,0,0,2,0,8,3,4,8,29
10-Nov-2025,25-Nov-2025,OFSS,Non-Hld,8190.0,9000.0,8169.25,0.25,9830.75,20.03,0.45,37.65,-137.61,-97.83,-39.78,8908.19,8476.5,8044.8,4 - Mild Bullish,11,8,6,10,0,0,1,0,31
10-Nov-2025,25-Nov-2025,OIL,Non-Hld,431.15,450.0,420.35,2.57,479.65,11.25,0.58,58.8,5.77,4.9,0.86,442.18,422.62,403.07,1 - Very Bearish,0,0,0,0,10,5,11,1,25
10-Nov-2025,25-Nov-2025,ONGC,Non-Hld,251.5,260.0,248.45,1.23,271.55,7.97,0.39,54.75,2.71,3.33,-0.62,258.29,251.17,244.05,3 - Mild Bearish,0,0,14,0,16,3,2,1,30
10-Nov-2025,25-Nov-2025,PAGEIND,Non-Hld,40065.0,40000.0,38284.2,4.65,41715.8,4.12,0.52,38.82,-635.97,-610.62,-25.35,42008.52,40875.25,39741.98,5 - Bullish,7,5,7,2,0,0,2,0,29
10-Nov-2025,25-Nov-2025,PATANJALI,Non-Hld,578.7,600.0,568.75,1.75,631.25,9.08,0.39,44.19,-4.04,-2.54,-1.5,606.99,587.56,568.13,4 - Mild Bullish,6,12,5,12,0,1,0,0,42
10-Nov-2025,25-Nov-2025,PAYTM,Non-Hld,1330.0,1300.0,1225.45,8.53,1374.55,3.35,0.86,63.37,25.11,24.33,0.78,1344.35,1293.12,1241.89,1 - Very Bearish,0,0,2,9,6,11,2,8,29
10-Nov-2025,25-Nov-2025,PERSISTENT,Non-Hld,5879.0,6000.0,5707.65,3.0,6292.35,7.03,0.74,60.57,132.24,146.45,-14.21,6146.48,5770.26,5394.04,5 - Bullish,7,4,7,3,0,0,2,1,22
10-Nov-2025,25-Nov-2025,PETRONET,Non-Hld,277.5,270.0,256.25,8.29,283.75,2.25,1.15,47.54,0.08,0.48,-0.4,284.55,279.65,274.74,3 - Mild Bearish,0,0,10,8,12,7,1,1,35
10-Nov-2025,25-Nov-2025,PFC,Holding,377.4,400.0,374.65,0.73,425.35,12.71,0.65,31.59,-4.45,-2.11,-2.35,412.54,396.94,381.34,3 - Mild Bearish,0,0,6,1,16,9,7,5,27
10-Nov-2025,25-Nov-2025,PGEL,Non-Hld,535.0,560.0,514.9,3.9,605.1,13.1,0.54,36.74,-3.94,0.87,-4.81,599.39,569.04,538.7,5 - Bullish,16,4,13,5,1,0,1,0,24
10-Nov-2025,25-Nov-2025,PHOENIXLTD,Non-Hld,1752.2,1700.0,1609.7,8.85,1790.3,2.17,0.66,65.04,42.34,38.61,3.73,1791.82,1702.78,1613.75,1 - Very Bearish,0,0,3,3,3,8,2,1,28
10-Nov-2025,25-Nov-2025,PIDILITIND,Non-Hld,1451.4,1500.0,1445.25,0.43,1554.75,7.12,0.49,40.76,-15.69,-11.13,-4.56,1552.47,1490.68,1428.88,4 - Mild Bullish,3,1,2,7,6,2,0,0,26
10-Nov-2025,25-Nov-2025,PIIND,Non-Hld,3814.0,3600.0,3311.6,15.17,3888.4,1.95,0.9,71.18,35.82,5.69,30.13,3781.37,3616.0,3450.64,6 - Very Bullish,7,7,10,6,1,0,0,0,25
10-Nov-2025,25-Nov-2025,PNB,Non-Hld,122.39,125.0,119.33,2.56,130.67,6.77,0.7,62.09,2.6,2.67,-0.07,125.32,119.47,113.62,3 - Mild Bearish,0,0,11,4,16,8,2,1,41
10-Nov-2025,25-Nov-2025,PNBHOUSING,Non-Hld,900.2,1000.0,898.4,0.2,1101.6,22.37,0.6,51.14,13.62,16.45,-2.83,967.98,896.54,825.09,6 - Very Bullish,10,2,12,6,5,4,0,0,28
10-Nov-2025,25-Nov-2025,POLICYBZR,Non-Hld,1800.0,1800.0,1707.95,5.39,1892.05,5.11,0.62,54.83,16.21,7.17,9.04,1866.78,1737.42,1608.07,4 - Mild Bullish,10,6,7,11,1,1,0,0,34
10-Nov-2025,25-Nov-2025,POLYCAB,Non-Hld,7617.5,7700.0,7388.35,3.1,8011.65,5.17,0.55,52.11,35.99,55.97,-19.98,7792.09,7611.42,7430.76,4 - Mild Bullish,6,5,4,8,1,0,0,0,23
10-Nov-2025,25-Nov-2025,POWERGRID,Holding,268.35,290.0,268.75,-0.15,311.25,15.99,0.48,35.07,-3.22,-1.03,-2.19,294.87,281.09,267.32,4 - Mild Bullish,3,5,7,15,1,14,0,0,41
10-Nov-2025,25-Nov-2025,POWERINDIA,Non-Hld,21269.0,20000.0,18372.35,15.77,21627.65,1.69,1.08,74.83,601.1,104.83,496.27,21134.63,18231.45,15328.27,6 - Very Bullish,7,12,16,7,1,0,0,0,34
10-Nov-2025,25-Nov-2025,PPLPHARMA,Non-Hld,195.94,210.0,194.84,0.56,225.16,14.91,0.38,44.29,0.52,0.92,-0.4,206.34,198.87,191.4,1 - Very Bearish,0,3,4,1,11,4,3,4,26
10-Nov-2025,25-Nov-2025,PRESTIGE,Non-Hld,1752.3,1800.0,1697.5,3.23,1902.5,8.57,0.61,60.55,36.21,40.56,-4.35,1818.24,1725.18,1632.13,6 - Very Bullish,5,11,13,5,1,0,0,0,27
10-Nov-2025,25-Nov-2025,RBLBANK,Non-Hld,323.3,330.0,313.9,2.99,346.1,7.05,0.66,64.03,11.08,12.16,-1.07,341.98,317.44,292.9,3 - Mild Bearish,0,0,2,1,10,2,4,3,24
10-Nov-2025,25-Nov-2025,RECLTD,Non-Hld,362.75,380.0,358.35,1.23,401.65,10.72,0.69,42.22,-1.23,0.05,-1.28,381.94,370.96,359.99,1 - Very Bearish,0,0,0,0,14,5,5,12,28
10-Nov-2025,25-Nov-2025,RELIANCE,Non-Hld,1490.1,1500.0,1458.3,2.18,1541.7,3.46,0.64,63.14,24.26,24.03,0.23,1540.04,1455.84,1371.63,4 - Mild Bullish,4,14,16,19,6,2,0,0,47
10-Nov-2025,25-Nov-2025,RVNL,Non-Hld,316.25,330.0,305.2,3.62,354.8,12.19,0.51,29.81,-5.6,-4.3,-1.31,341.29,329.14,316.99,3 - Mild Bearish,0,0,2,0,13,5,8,4,24
10-Nov-2025,25-Nov-2025,SAIL,Non-Hld,143.98,145.0,136.78,5.26,153.22,6.42,0.8,70.01,2.59,1.63,0.95,143.77,134.22,124.67,6 - Very Bullish,17,17,21,15,0,0,0,0,47
10-Nov-2025,25-Nov-2025,SAMMAANCAP,Non-Hld,180.4,190.0,175.8,2.62,204.2,13.19,0.63,57.38,8.06,9.52,-1.46,197.77,179.04,160.31,3 - Mild Bearish,0,0,1,0,18,1,11,3,26
10-Nov-2025,25-Nov-2025,SBICARD,Non-Hld,873.05,950.0,873.9,-0.1,1026.1,17.53,0.48,41.47,-4.84,1.81,-6.64,953.09,905.38,857.66,4 - Mild Bullish,4,3,5,8,5,5,1,0,31
10-Nov-2025,25-Nov-2025,SBILIFE,Non-Hld,1990.3,2020.0,1964.05,1.34,2075.95,4.3,0.63,73.94,44.97,37.18,7.8,2040.0,1906.55,1773.11,1 - Very Bearish,1,0,0,1,9,7,7,5,31
10-Nov-2025,25-Nov-2025,SBIN,Non-Hld,950.55,950.0,921.45,3.16,978.55,2.95,0.75,72.01,24.42,23.29,1.14,978.25,922.51,866.78,1 - Very Bearish,0,0,8,8,22,15,12,10,56
10-Nov-2025,25-Nov-2025,SHREECEM,Non-Hld,27170.0,30000.0,27381.3,-0.77,32618.7,20.05,0.33,26.7,-552.95,-387.9,-165.06,30328.96,28675.47,27021.98,1 - Very Bearish,0,0,0,1,12,5,7,2,40
10-Nov-2025,25-Nov-2025,SHRIRAMFIN,Non-Hld,820.9,800.0,750.9,9.32,849.1,3.44,1.23,89.7,42.67,34.62,8.05,832.75,729.77,626.8,6 - Very Bullish,9,12,17,5,0,0,0,0,35
10-Nov-2025,25-Nov-2025,SIEMENS,Holding,3053.0,3300.0,3047.1,0.19,3552.9,16.37,0.48,40.25,-23.7,-16.74,-6.96,3173.72,3111.24,3048.76,6 - Very Bullish,8,6,9,3,0,0,0,0,23
10-Nov-2025,25-Nov-2025,SOLARINDS,Non-Hld,13381.0,14000.0,13130.7,1.91,14869.3,11.12,0.48,37.88,-146.24,-92.92,-53.33,14361.98,13910.65,13459.32,1 - Very Bearish,0,0,1,1,14,0,9,2,18
10-Nov-2025,25-Nov-2025,SONACOMS,Non-Hld,486.2,500.0,473.4,2.7,526.6,8.31,0.47,64.43,12.67,12.38,0.29,501.69,473.35,445.01,1 - Very Bearish,0,0,2,3,8,11,6,8,33
10-Nov-2025,25-Nov-2025,SRF,Non-Hld,2905.0,3000.0,2864.15,1.43,3135.85,7.95,0.39,39.13,-18.94,4.78,-23.72,3214.03,3032.38,2850.72,3 - Mild Bearish,3,0,7,2,9,4,1,0,21
10-Nov-2025,25-Nov-2025,SUNPHARMA,Non-Hld,1692.8,1700.0,1651.4,2.51,1748.6,3.3,0.53,57.96,13.44,15.7,-2.26,1718.84,1686.8,1654.77,6 - Very Bullish,7,4,10,5,2,2,0,0,25
