Date,expiryDate,Symbol,Type,CMP,CMP_chg,CMP_pct_chg,CMP_trend,strikePrice,strikePrice_trend,Support,Support_chg,Support_pct_chg,Support_trend,Dist_from_Support,Dist_from_Support_trend,Resistance,Resistance_chg,Resistance_pct_chg,Resistance_trend,Dist_from_Resist,Dist_from_Resist_trend,PCR,PCR_trend,RSI,RSI_trend,MACD,MACD_trend,MACD_Signal,MACD_Signal_trend,MACD_Hist,MACD_Hist_trend,BB_HI,BB_HI_chg,BB_HI_pct_chg,BB_HI_trend,BB_MID,BB_MID_chg,BB_MID_pct_chg,BB_MID_trend,BB_LO,Dist_from_BB_HI,Dist_from_BB_LO,Sentiment,Call_B,Call_S,Puts_W,Puts_L,Call_W,Call_L,Puts_B,Puts_S,Tot_Strikes,BB-FnO
18-Nov-25,25-Nov-25,BDL,Non-Hld,1556.8,-30.2,-1.9,down,1600.0,unchanged,1536.95,-5.9,-0.38,down,1.29,down,1663.05,5.9,0.36,up,6.82,up,0.64,down,54.15,down,8.94,up,-1.26,up,10.2,down,1603.54,2.58,0.16,up,1523.54,1.17,0.08,up,1443.55,3.00,7.85,2 - Bearish,1.0,0.0,1.0,1.0,11.0,13.0,7.0,12.0,31.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
19-Nov-25,25-Nov-25,BDL,Non-Hld,1537.0,-3.0,-0.19,down,1600.0,unchanged,1531.25,17.25,1.14,up,0.38,down,1668.75,-17.25,-1.02,down,8.57,down,0.58,down,50.98,down,8.14,up,0.62,up,7.52,up,1603.1,-18.66,-1.15,down,1523.3,-14.45,-0.94,down,1443.5,4.30,6.48,3 - Mild Bearish,0.0,0.0,5.0,3.0,9.0,12.0,1.0,10.0,31.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
20-Nov-2025,25-Nov-2025,BDL,Non-Hld,1556.2,-0.6,-0.04,down,1600.0,unchanged,1543.2,6.25,0.41,up,0.84,down,1656.8,-6.25,-0.38,down,6.46,down,0.57,down,53.73,down,9.02,up,2.3,up,6.72,down,1606.42,2.88,0.18,up,1525.41,1.87,0.12,up,1444.4,4 - Mild Bullish,2,13,2.0,17.0,1.0,4.0,0.0,2.0,31.0,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
20-Oct-25,28-Oct-25,BDL,Non-Hld,1534.5,-2.5,-0.16,down,1600.0,unchanged,1520.95,-10.3,-0.67,down,0.9,up,1679.05,10.3,0.62,up,9.43,up,0.62,up,50.48,down,-7.67,down,-8.22,down,0.55,down,1605.04,1.94,0.12,up,1532.9,9.6,0.63,up,1460.76,4.60,5.05,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
21-Oct-25,28-Oct-25,BDL,Non-Hld,1540.0,-16.2,-1.04,down,1600.0,unchanged,1526.25,-16.95,-1.1,down,0.91,up,1673.75,16.95,1.02,up,8.69,up,0.64,up,51.71,down,-5.66,down,-7.71,down,2.05,down,1586.46,-19.96,-1.24,down,1528.6,3.19,0.21,up,1470.74,3.02,4.71,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
23-Oct-25,28-Oct-25,BDL,Non-Hld,1515.0,-19.5,-1.27,down,1600.0,unchanged,1511.65,-9.3,-0.61,down,0.22,down,1688.35,9.3,0.55,up,11.44,up,0.64,up,46.94,down,-6.16,up,-7.4,up,1.24,up,1573.85,-31.19,-1.94,down,1524.57,-8.33,-0.54,down,1475.29,3.88,2.69,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
24-Oct-25,28-Oct-25,BDL,Non-Hld,1539.0,-1.0,-0.06,down,1600.0,unchanged,1528.7,2.45,0.16,up,0.67,down,1671.3,-2.45,-0.15,down,8.6,down,0.57,down,52.1,up,-6.01,down,-9.08,down,3.07,up,1569.81,-16.65,-1.05,down,1523.45,-5.15,-0.34,down,1477.09,2.00,4.19,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
27-Oct-25,28-Oct-25,BDL,Non-Hld,1537.8,22.8,1.5,up,1600.0,unchanged,1534.8,23.15,1.53,up,0.2,down,1665.2,-23.15,-1.37,down,8.28,down,0.67,up,50.97,up,-3.02,up,-6.0,up,2.98,up,1567.0,-6.85,-0.44,down,1522.54,-2.03,-0.13,down,1478.09,1.90,4.04,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
28-Oct-25,28-Oct-25,BDL,Non-Hld,1520.1,-18.9,-1.23,down,1600.0,unchanged,1513.95,-14.75,-0.96,down,0.41,down,1686.05,14.75,0.88,up,10.92,up,0.82,up,47.35,down,-3.72,up,-5.55,up,1.83,down,1566.6,-3.21,-0.2,down,1523.54,0.09,0.01,up,1480.47,3.06,2.68,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
29-Oct-25,25-Nov-25,BDL,Non-Hld,1530.0,-7.8,-0.51,down,1600.0,unchanged,1478.15,-56.65,-3.69,down,3.51,up,1721.85,56.65,3.4,up,12.54,up,0.74,up,48.94,down,-3.57,down,-5.15,up,1.58,down,1566.44,-0.56,-0.04,down,1524.88,2.34,0.15,up,1483.32,2.38,3.15,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
30-Oct-25,25-Nov-25,BDL,Non-Hld,1515.0,-5.1,-0.34,down,1600.0,unchanged,1468.6,-45.35,-3.0,down,3.16,up,1731.4,45.35,2.69,up,14.28,up,0.72,down,46.95,down,-4.26,down,-4.97,up,0.71,down,1565.23,-1.37,-0.09,down,1525.98,2.44,0.16,up,1486.72,3.32,1.90,Bearish,0.0,1.0,0.0,1.0,11.0,4.0,11.0,2.0,24.0,Volatile Wide Range (BB within Res-Support)
31-Oct-25,25-Nov-25,BDL,Non-Hld,1535.0,5.0,0.33,up,1600.0,unchanged,1477.95,-0.2,-0.01,down,3.86,up,1722.05,0.2,0.01,up,12.19,down,0.7,down,49.98,up,-3.58,down,-4.69,up,1.12,down,1564.01,-2.43,-0.16,down,1525.38,0.5,0.03,up,1486.75,1.89,3.25,Bullish,14.0,4.0,19.0,0.0,2.0,0.0,0.0,0.0,24.0,Volatile Wide Range (BB within Res-Support)
03-Nov-25,25-Nov-25,BEL,Holding,422.2,,,unchanged,420.0,unchanged,399.1,,,unchanged,5.79,unchanged,440.9,,,unchanged,4.43,unchanged,0.6,unchanged,59.56,unchanged,4.91,unchanged,4.9,unchanged,0.01,unchanged,425.12,,,unchanged,413.18,,,unchanged,401.24,0.69,5.22,Bearish,0.0,0.0,2.0,1.0,18.0,5.0,11.0,6.0,28.0,Volatile Wide Range (BB within Res-Support)
03-Oct-25,28-Oct-25,BEL,Holding,412.7,,,unchanged,410.0,unchanged,388.6,,,unchanged,6.21,unchanged,431.4,,,unchanged,4.54,unchanged,0.75,unchanged,63.48,unchanged,6.01,unchanged,5.28,unchanged,0.73,unchanged,423.16,,,unchanged,397.4,,,unchanged,371.63,2.53,11.05,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
04-Nov-25,25-Nov-25,BEL,Holding,415.75,-6.45,-1.53,down,420.0,unchanged,399.65,0.55,0.14,up,4.03,down,440.35,-0.55,-0.12,down,5.92,up,0.55,down,53.42,down,4.51,down,4.82,down,-0.31,down,425.25,0.13,0.03,up,413.28,0.1,0.02,up,401.31,2.29,3.60,Bearish,0.0,0.0,0.0,0.0,19.0,3.0,12.0,9.0,28.0,Volatile Wide Range (BB within Res-Support)
06-Nov-25,25-Nov-25,BEL,Holding,408.8,-3.9,-0.94,down,420.0,up,399.15,10.55,2.71,up,2.42,down,440.85,9.45,2.19,up,7.84,up,0.52,down,48.63,down,3.63,down,4.58,down,-0.95,down,425.27,2.11,0.5,up,413.2,15.8,3.98,up,401.14,4.03,1.91,Bearish,0.0,0.0,0.0,0.0,17.0,8.0,8.0,12.0,28.0,Volatile Wide Range (BB within Res-Support)
06-Oct-25,28-Oct-25,BEL,Holding,413.05,-2.7,-0.65,down,410.0,down,389.05,-10.6,-2.65,down,6.17,up,430.95,-9.4,-2.13,down,4.34,down,0.68,up,63.83,up,6.44,up,5.51,up,0.92,up,423.07,-2.18,-0.51,down,399.52,-13.76,-3.33,down,375.96,2.43,9.87,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
07-Nov-25,25-Nov-25,BEL,Holding,414.4,5.6,1.37,up,420.0,unchanged,401.55,2.4,0.6,up,3.2,up,438.45,-2.4,-0.54,down,5.8,down,0.52,unchanged,52.51,up,3.04,down,4.13,down,-1.1,down,425.1,-0.17,-0.04,down,414.02,0.82,0.2,up,402.95,2.58,2.84,Bearish,9.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,28.0,Volatile Wide Range (BB within Res-Support)
07-Oct-25,28-Oct-25,BEL,Holding,410.7,-2.35,-0.57,down,410.0,unchanged,390.95,1.9,0.49,up,5.06,down,429.05,-1.9,-0.44,down,4.47,up,0.7,up,60.72,down,6.46,up,5.7,up,0.76,down,421.71,-1.36,-0.32,down,401.44,1.92,0.48,up,381.17,2.68,7.75,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
08-Oct-25,28-Oct-25,BEL,Holding,403.6,-10.8,-2.61,down,410.0,down,391.3,-10.25,-2.55,down,3.15,down,428.7,-9.75,-2.22,down,6.22,up,0.61,up,54.3,up,5.87,up,5.73,up,0.14,up,418.12,-6.98,-1.64,down,403.02,-11.0,-2.66,down,387.93,3.60,4.04,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
09-Oct-25,28-Oct-25,BEL,Holding,409.9,-0.8,-0.19,down,410.0,unchanged,393.15,2.2,0.56,up,4.27,down,426.85,-2.2,-0.51,down,4.14,down,0.63,down,58.37,down,5.8,down,5.75,up,0.05,down,417.74,-3.97,-0.94,down,404.09,2.65,0.66,up,390.43,1.91,4.99,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
10-Nov-25,25-Nov-25,BEL,Holding,416.9,13.3,3.3,up,420.0,up,402.7,11.4,2.91,up,3.53,up,437.3,8.6,2.01,up,4.89,down,0.54,down,54.42,up,3.0,down,3.91,down,-0.9,down,425.33,7.21,1.72,up,414.19,11.17,2.77,up,403.05,2.02,3.44,4 - Mild Bullish,4.0,9.0,11.0,10.0,2.0,5.0,0.0,0.0,28.0,Volatile Wide Range (BB within Res-Support)
10-Oct-25,28-Oct-25,BEL,Holding,412.15,2.25,0.55,up,410.0,unchanged,393.7,0.55,0.14,up,4.69,up,426.3,-0.55,-0.13,down,3.44,down,0.62,down,61.08,up,6.01,up,5.8,up,0.21,up,416.66,-1.08,-0.26,down,405.5,1.41,0.35,up,394.35,1.09,4.51,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
11-Nov-25,25-Nov-25,BEL,Holding,426.8,9.9,2.37,up,420.0,unchanged,402.0,-0.7,-0.17,down,6.17,up,438.0,0.7,0.16,up,2.62,down,0.62,up,61.17,up,3.78,up,3.88,down,-0.1,up,427.36,2.03,0.48,up,415.08,0.89,0.21,up,402.81,0.13,5.96,4 - Mild Bullish,5.0,16.0,11.0,12.0,0.0,0.0,1.0,0.0,28.0,Volatile Wide Range (BB within Res-Support)
12-Nov-25,25-Nov-25,BEL,Holding,423.4,11.25,2.73,up,430.0,up,413.35,19.65,4.99,up,2.43,down,446.65,20.35,4.77,up,5.49,up,0.56,down,58.88,down,4.14,down,3.93,down,0.21,unchanged,427.7,11.04,2.65,up,416.2,10.7,2.64,up,404.71,1.02,4.62,1 - Very Bearish,1.0,0.0,1.0,3.0,10.0,10.0,7.0,6.0,28.0,Neutral (BB_MID Between Res-Sup)
13-Nov-25,25-Nov-25,BEL,Holding,420.2,-6.6,-1.55,down,420.0,unchanged,404.4,2.4,0.6,up,3.91,down,435.6,-2.4,-0.55,down,3.66,up,0.54,down,54.6,down,3.98,up,3.94,up,0.04,up,427.75,0.39,0.09,up,416.79,1.71,0.41,up,405.82,1.80,3.54,1 - Very Bearish,0.0,0.0,0.0,3.0,10.0,9.0,6.0,9.0,28.0,Volatile Wide Range (BB within Res-Support)
13-Oct-25,28-Oct-25,BEL,Holding,409.65,-13.75,-3.25,down,410.0,down,394.3,-19.05,-4.61,down,3.9,up,425.7,-20.95,-4.69,down,3.92,down,0.58,up,57.12,down,5.78,up,5.79,up,-0.02,down,416.91,-10.79,-2.52,down,406.01,-10.19,-2.45,down,395.11,1.77,3.68,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
14-Nov-25,25-Nov-25,BEL,Holding,426.5,6.3,1.5,up,430.0,up,415.7,11.3,2.79,up,2.6,down,444.3,8.7,2.0,up,4.17,up,0.55,up,59.15,up,4.37,up,4.03,up,0.34,up,429.08,1.33,0.31,up,417.54,0.75,0.18,up,406.0,0.60,5.05,4 - Mild Bullish,3.0,16.0,9.0,10.0,0.0,0.0,0.0,1.0,28.0,Neutral (BB_MID Between Res-Sup)
14-Oct-25,28-Oct-25,BEL,Holding,402.15,-7.5,-1.83,down,410.0,unchanged,392.5,-1.8,-0.46,down,2.46,down,427.5,1.8,0.42,up,6.31,up,0.51,down,51.03,down,4.97,down,5.63,down,-0.66,down,416.68,-0.23,-0.06,down,406.21,0.2,0.05,up,395.73,3.61,1.62,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
15-Oct-25,28-Oct-25,BEL,Holding,408.35,-18.15,-4.26,down,410.0,down,395.75,-19.95,-4.8,down,3.19,up,424.25,-20.05,-4.51,down,3.9,down,0.53,down,55.22,down,4.74,up,5.45,up,-0.72,down,416.86,-12.22,-2.85,down,406.47,-11.07,-2.65,down,396.08,2.08,3.10,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
16-Oct-25,28-Oct-25,BEL,Holding,412.0,9.85,2.45,up,410.0,unchanged,396.6,4.1,1.04,up,3.89,up,423.4,-4.1,-0.96,down,2.77,down,0.55,up,57.74,up,4.79,down,5.32,down,-0.53,up,416.8,0.12,0.03,up,406.45,0.24,0.06,up,396.1,1.17,4.01,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
17-Nov-25,25-Nov-25,BEL,Holding,424.9,16.55,4.05,up,430.0,up,416.4,20.65,5.22,up,2.04,down,443.6,19.35,4.56,up,4.4,up,0.52,down,57.14,up,4.44,down,4.11,down,0.33,up,429.84,12.98,3.11,up,418.13,11.66,2.87,up,406.42,1.16,4.55,1 - Very Bearish,0.0,2.0,4.0,11.0,11.0,8.0,4.0,4.0,28.0,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,BEL,Holding,412.9,0.9,0.22,up,420.0,up,405.9,9.3,2.34,up,1.73,down,434.1,10.7,2.53,up,5.14,up,0.55,unchanged,58.42,up,4.86,up,5.23,down,-0.36,up,417.21,0.41,0.1,up,406.59,0.14,0.03,up,395.98,1.04,4.27,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
18-Nov-25,25-Nov-25,BEL,Holding,421.6,-3.3,-0.78,down,430.0,unchanged,415.9,-0.5,-0.12,down,1.37,down,444.1,0.5,0.11,up,5.34,up,0.5,down,54.0,down,4.16,down,4.12,up,0.04,down,430.09,0.25,0.06,up,418.35,0.22,0.05,up,406.6,2.01,3.69,1 - Very Bearish,0.0,0.0,2.0,6.0,11.0,13.0,7.0,7.0,28.0,Neutral (BB_MID Between Res-Sup)
19-Nov-25,25-Nov-25,BEL,Holding,423.25,10.35,2.51,up,430.0,up,418.15,12.25,3.02,up,1.22,down,441.85,7.75,1.79,up,4.39,down,0.49,down,55.65,down,4.07,down,4.11,down,-0.04,up,430.55,13.34,3.2,up,418.62,12.03,2.96,up,406.69,1.72,4.07,4 - Mild Bullish,0.0,6.0,1.0,15.0,6.0,10.0,0.0,3.0,28.0,Neutral (BB_MID Between Res-Sup)
20-Nov-2025,25-Nov-2025,BEL,Holding,423.5,1.9,0.45,up,430.0,unchanged,419.6,3.7,0.89,up,0.93,down,440.4,-3.7,-0.83,down,3.99,down,0.52,up,55.47,up,3.94,down,4.08,down,-0.13,down,430.92,0.83,0.19,up,418.84,0.49,0.12,up,406.76,4 - Mild Bullish,0,9,0.0,19.0,0.0,14.0,0.0,0.0,28.0,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
20-Oct-25,28-Oct-25,BEL,Holding,416.5,-6.75,-1.59,down,420.0,down,408.75,-9.4,-2.25,down,1.9,up,431.25,-10.6,-2.4,down,3.55,down,0.57,up,60.94,up,5.16,up,5.21,up,-0.05,down,418.4,-12.15,-2.82,down,406.97,-11.65,-2.78,down,395.54,0.46,5.30,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
21-Oct-25,28-Oct-25,BEL,Holding,417.0,-6.5,-1.53,down,420.0,down,410.3,-9.3,-2.22,down,1.64,up,429.7,-10.7,-2.43,down,3.05,down,0.57,up,61.74,up,5.43,up,5.26,up,0.17,up,419.88,-11.04,-2.56,down,407.54,-11.3,-2.7,down,395.19,0.69,5.52,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
23-Oct-25,28-Oct-25,BEL,Holding,418.4,1.9,0.46,up,420.0,unchanged,411.8,3.05,0.75,up,1.6,down,428.2,-3.05,-0.71,down,2.34,down,0.59,up,62.41,up,5.65,up,5.34,up,0.32,up,421.41,3.01,0.72,up,408.25,1.28,0.31,up,395.09,0.72,5.90,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
24-Oct-25,28-Oct-25,BEL,Holding,422.4,5.4,1.29,up,425.0,up,417.95,7.65,1.86,up,1.06,down,432.05,2.35,0.55,up,2.28,down,0.61,up,64.76,up,7.09,up,6.42,up,0.67,up,422.67,2.79,0.66,up,409.58,2.04,0.5,up,396.49,0.06,6.53,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
27-Oct-25,28-Oct-25,BEL,Holding,415.3,-3.1,-0.74,down,420.0,unchanged,413.75,1.95,0.47,up,0.37,down,426.25,-1.95,-0.46,down,2.64,up,0.64,up,56.97,down,5.71,up,5.52,up,0.19,down,423.14,1.73,0.41,up,410.18,1.93,0.47,up,397.22,1.89,4.55,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
28-Oct-25,28-Oct-25,BEL,Holding,413.85,-8.55,-2.02,down,420.0,down,413.6,-4.35,-1.04,down,0.06,down,426.4,-5.65,-1.31,down,3.03,up,0.67,up,55.31,down,5.27,down,5.47,down,-0.2,down,422.3,-0.37,-0.09,down,411.06,1.48,0.36,up,399.82,2.04,3.51,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
29-Oct-25,25-Nov-25,BEL,Holding,407.6,-7.7,-1.85,down,420.0,unchanged,392.45,-21.3,-5.15,down,3.86,up,447.55,21.3,5.0,up,9.8,up,0.7,up,49.18,down,4.36,down,5.25,down,-0.89,down,421.62,-1.52,-0.36,down,411.42,1.24,0.3,up,401.22,3.44,1.59,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
30-Oct-25,25-Nov-25,BEL,Holding,410.2,-3.65,-0.88,down,420.0,unchanged,393.15,-20.45,-4.94,down,4.34,up,446.85,20.45,4.8,up,8.93,up,0.66,down,51.63,down,3.81,down,4.96,down,-1.15,down,421.36,-0.94,-0.22,down,411.72,0.66,0.16,up,402.08,2.72,2.02,Bullish,17.0,1.0,21.0,1.0,2.0,2.0,0.0,1.0,26.0,Volatile Wide Range (BB within Res-Support)
31-Oct-25,25-Nov-25,BEL,Holding,426.2,18.6,4.56,up,420.0,unchanged,397.4,4.95,1.26,up,7.25,up,442.6,-4.95,-1.11,down,3.85,down,0.66,down,63.14,up,4.63,up,4.89,down,-0.27,up,423.88,2.26,0.54,up,412.7,1.28,0.31,up,401.52,-0.54,6.15,Bullish,14.0,8.0,17.0,9.0,0.0,0.0,0.0,0.0,26.0,Volatile Wide Range (BB within Res-Support)
03-Nov-25,25-Nov-25,BHARATFORG,Non-Hld,1340.0,,,unchanged,1300.0,unchanged,1212.1,,,unchanged,10.55,unchanged,1387.9,,,unchanged,3.57,unchanged,0.75,unchanged,69.85,unchanged,30.49,unchanged,22.88,unchanged,7.61,unchanged,1351.28,,,unchanged,1262.48,,,unchanged,1173.68,0.84,14.17,Bullish,10.0,7.0,14.0,5.0,0.0,0.0,0.0,1.0,23.0,Neutral (BB_MID Between Res-Sup)
03-Oct-25,28-Oct-25,BHARATFORG,Non-Hld,1222.0,,,unchanged,1220.0,unchanged,1152.85,,,unchanged,6.0,unchanged,1287.15,,,unchanged,5.34,unchanged,0.91,unchanged,53.16,unchanged,9.35,unchanged,12.9,unchanged,-3.55,unchanged,1289.55,,,unchanged,1221.84,,,unchanged,1154.14,5.53,5.88,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
04-Nov-25,25-Nov-25,BHARATFORG,Non-Hld,1325.0,-15.0,-1.12,down,1300.0,unchanged,1218.6,6.5,0.54,up,8.73,down,1381.4,-6.5,-0.47,down,4.26,up,0.7,down,64.58,down,30.55,up,24.41,up,6.13,down,1358.8,7.52,0.56,up,1267.0,4.52,0.36,up,1175.19,2.55,12.75,Bearish,0.0,0.0,1.0,0.0,11.0,3.0,8.0,5.0,24.0,Neutral (BB_MID Between Res-Sup)
06-Nov-25,25-Nov-25,BHARATFORG,Non-Hld,1316.0,94.0,7.69,up,1300.0,up,1222.55,69.7,6.05,up,7.64,up,1377.45,90.3,7.02,up,4.67,down,0.68,down,62.9,up,29.82,up,25.49,up,4.33,up,1363.65,74.1,5.75,up,1272.14,50.3,4.12,up,1180.63,3.62,11.47,Bearish,1.0,0.0,2.0,0.0,11.0,5.0,7.0,6.0,24.0,Neutral (BB_MID Between Res-Sup)
06-Oct-25,28-Oct-25,BHARATFORG,Non-Hld,1236.0,-89.0,-6.72,down,1220.0,down,1155.15,-63.45,-5.21,down,7.0,down,1284.85,-96.55,-6.99,down,3.96,down,0.75,up,56.54,down,9.95,down,12.31,down,-2.36,down,1282.16,-76.64,-5.64,down,1226.74,-40.26,-3.18,down,1171.32,3.73,5.52,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
07-Nov-25,25-Nov-25,BHARATFORG,Non-Hld,1317.4,1.4,0.11,up,1300.0,unchanged,1224.55,2.0,0.16,up,7.58,down,1375.45,-2.0,-0.15,down,4.41,down,0.67,down,61.84,down,27.92,down,26.63,up,1.29,down,1365.74,2.09,0.15,up,1284.22,12.08,0.95,up,1202.71,3.67,9.54,Bearish,0.0,1.0,6.0,4.0,8.0,4.0,0.0,1.0,24.0,Neutral (BB_MID Between Res-Sup)
07-Oct-25,28-Oct-25,BHARATFORG,Non-Hld,1217.1,-18.9,-1.53,down,1220.0,unchanged,1157.2,2.05,0.18,up,5.18,down,1282.8,-2.05,-0.16,down,5.4,up,0.72,down,51.58,down,8.89,down,11.63,down,-2.74,down,1281.98,-0.18,-0.01,down,1227.44,0.7,0.06,up,1172.9,5.33,3.77,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
08-Oct-25,28-Oct-25,BHARATFORG,Non-Hld,1186.2,-131.2,-9.96,down,1200.0,down,1133.9,-90.65,-7.4,down,4.62,down,1266.1,-109.35,-7.95,down,6.74,up,0.69,up,45.37,down,5.9,down,10.48,down,-4.58,down,1281.01,-84.73,-6.2,down,1227.9,-56.32,-4.39,down,1174.8,7.99,0.97,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
09-Oct-25,28-Oct-25,BHARATFORG,Non-Hld,1212.0,-5.1,-0.42,down,1220.0,unchanged,1156.6,-0.6,-0.05,down,4.79,down,1283.4,0.6,0.05,up,5.9,up,0.68,down,49.97,down,4.94,down,9.37,down,-4.43,down,1280.64,-1.34,-0.1,down,1228.38,0.94,0.08,up,1176.11,5.66,3.05,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
10-Nov-25,25-Nov-25,BHARATFORG,Non-Hld,1330.2,144.0,12.14,up,1300.0,up,1222.95,89.05,7.85,up,8.77,up,1377.05,110.95,8.76,up,3.52,down,0.69,unchanged,64.32,up,27.46,up,26.8,up,0.67,up,1367.69,86.68,6.77,up,1289.64,61.74,5.03,up,1211.6,2.82,9.79,5 - Bullish,14.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,24.0,Neutral (BB_MID Between Res-Sup)
10-Oct-25,28-Oct-25,BHARATFORG,Non-Hld,1222.7,10.7,0.88,up,1220.0,unchanged,1161.25,4.65,0.4,up,5.3,up,1278.75,-4.65,-0.36,down,4.59,down,0.64,down,52.49,up,5.0,up,8.5,down,-3.5,up,1280.66,0.02,0.0,up,1228.78,0.4,0.03,up,1176.9,4.74,3.89,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
11-Nov-25,25-Nov-25,BHARATFORG,Non-Hld,1403.0,72.8,5.47,up,1300.0,unchanged,1187.55,-35.4,-2.89,down,18.14,up,1412.45,35.4,2.57,up,0.67,down,0.87,up,75.51,up,32.67,up,27.97,up,4.7,up,1385.08,17.39,1.27,up,1298.44,8.8,0.68,up,1211.8,-1.28,15.78,6 - Very Bullish,11.0,6.0,13.0,7.0,2.0,0.0,0.0,0.0,27.0,Volatile Wide Range (BB within Res-Support)
12-Nov-25,25-Nov-25,BHARATFORG,Non-Hld,1390.0,167.3,13.68,up,1400.0,up,1339.4,178.15,15.34,up,3.78,down,1460.6,181.85,14.22,up,5.08,up,0.75,up,71.29,up,35.35,up,29.45,up,5.91,up,1394.71,114.05,8.91,up,1306.76,77.98,6.35,up,1218.8,0.34,14.05,1 - Very Bearish,1.0,0.0,2.0,14.0,9.0,9.0,2.0,3.0,28.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-Nov-25,25-Nov-25,BHARATFORG,Non-Hld,1387.5,-15.5,-1.1,down,1400.0,up,1343.7,156.15,13.15,up,3.26,down,1456.3,43.85,3.1,up,4.96,up,0.76,down,71.16,down,37.02,up,30.96,up,6.06,up,1402.53,17.45,1.26,up,1314.56,16.12,1.24,up,1226.6,1.08,13.12,1 - Very Bearish,0.0,2.0,2.0,9.0,2.0,14.0,0.0,2.0,28.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-Oct-25,28-Oct-25,BHARATFORG,Non-Hld,1226.5,-163.5,-11.76,down,1220.0,down,1164.3,-175.1,-13.07,down,5.35,up,1275.7,-184.9,-12.66,down,4.02,down,0.59,down,53.94,down,5.47,down,7.89,down,-2.42,down,1280.76,-113.95,-8.17,down,1228.94,-77.82,-5.96,down,1177.12,4.42,4.19,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
14-Nov-25,25-Nov-25,BHARATFORG,Non-Hld,1400.0,12.5,0.9,up,1400.0,unchanged,1349.25,5.55,0.41,up,3.76,up,1450.75,-5.55,-0.38,down,3.62,down,0.75,down,72.26,up,38.53,up,32.48,up,6.06,unchanged,1412.94,10.41,0.74,up,1321.14,6.58,0.5,up,1229.34,0.92,13.88,4 - Mild Bullish,6.0,12.0,8.0,11.0,0.0,1.0,0.0,0.0,28.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
14-Oct-25,28-Oct-25,BHARATFORG,Non-Hld,1220.2,-6.3,-0.51,down,1220.0,unchanged,1165.85,1.55,0.13,up,4.67,down,1274.15,-1.55,-0.12,down,4.43,up,0.59,unchanged,53.01,down,5.52,up,7.42,down,-1.9,up,1279.97,-0.79,-0.06,down,1228.22,-0.72,-0.06,down,1176.48,4.90,3.72,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
15-Oct-25,28-Oct-25,BHARATFORG,Non-Hld,1232.0,-168.0,-12.0,down,1220.0,down,1170.25,-179.0,-13.27,down,5.28,up,1269.75,-181.0,-12.48,down,3.07,down,0.66,down,55.43,down,6.27,down,7.19,down,-0.92,down,1275.96,-136.98,-9.69,down,1226.7,-94.44,-7.15,down,1177.43,3.57,4.63,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
