Date,expiryDate,Symbol,Type,CMP,CMP_chg,CMP_pct_chg,CMP_trend,strikePrice,strikePrice_trend,Support,Support_chg,Support_pct_chg,Support_trend,Dist_from_Support,Dist_from_Support_trend,Resistance,Resistance_chg,Resistance_pct_chg,Resistance_trend,Dist_from_Resist,Dist_from_Resist_trend,PCR,PCR_trend,RSI,RSI_trend,MACD,MACD_trend,MACD_Signal,MACD_Signal_trend,MACD_Hist,MACD_Hist_trend,BB_HI,BB_HI_chg,BB_HI_pct_chg,BB_HI_trend,BB_MID,BB_MID_chg,BB_MID_pct_chg,BB_MID_trend,BB_LO,Dist_from_BB_HI,Dist_from_BB_LO,Sentiment,Call_B,Call_S,Puts_W,Puts_L,Call_W,Call_L,Puts_B,Puts_S,Tot_Strikes,BB-FnO
17-Oct-25,28-Oct-25,SHRIRAMFIN,Non-Hld,676.0,2.5,0.37,up,680.0,unchanged,656.95,3.65,0.56,up,2.9,down,703.05,-3.65,-0.52,down,4.01,down,0.79,up,66.57,up,15.56,down,13.2,up,2.36,down,698.03,3.23,0.46,up,648.36,2.43,0.38,up,598.69,3.26,12.91,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
18-Nov-25,25-Nov-25,SHRIRAMFIN,Non-Hld,823.0,5.45,0.67,up,820.0,up,792.0,26.85,3.51,up,3.91,down,848.0,13.15,1.58,up,3.04,up,0.96,down,77.76,up,39.84,down,40.06,down,-0.23,down,867.21,2.36,0.27,up,773.53,6.53,0.85,up,679.85,5.37,21.06,4 - Mild Bullish,6.0,17.0,5.0,21.0,1.0,1.0,1.0,1.0,36.0,Consolidation (Res-Sup Inside BB Range)
19-Nov-25,25-Nov-25,SHRIRAMFIN,Non-Hld,816.0,140.0,20.71,up,800.0,up,771.9,114.95,17.5,up,5.71,up,828.1,125.05,17.79,up,1.48,down,0.95,up,76.3,up,38.31,up,39.71,up,-1.4,down,867.34,169.31,24.26,up,779.88,131.52,20.29,up,692.41,6.29,17.85,1 - Very Bearish,0.0,2.0,1.0,15.0,2.0,21.0,2.0,7.0,36.0,Consolidation (Res-Sup Inside BB Range)
20-Nov-2025,25-Nov-2025,SHRIRAMFIN,Non-Hld,824.65,1.65,0.2,up,800.0,down,770.55,-21.45,-2.71,down,7.02,up,829.45,-18.55,-2.19,down,0.58,down,1.0,up,78.07,up,37.36,down,39.24,down,-1.88,down,868.58,1.37,0.16,up,785.94,12.41,1.6,up,703.3,4 - Mild Bullish,1,13,2.0,19.0,1.0,7.0,0.0,0.0,36.0,,,Consolidation (Res-Sup Inside BB Range)
20-Oct-25,28-Oct-25,SHRIRAMFIN,Non-Hld,692.1,-123.9,-15.18,down,700.0,down,678.95,-92.95,-12.04,down,1.94,down,721.05,-107.05,-12.93,down,4.19,up,0.89,down,72.51,down,16.83,down,13.93,down,2.91,up,704.31,-163.03,-18.8,down,651.4,-128.48,-16.47,down,598.48,1.76,15.64,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
21-Oct-25,28-Oct-25,SHRIRAMFIN,Non-Hld,695.5,-129.15,-15.66,down,700.0,down,682.25,-88.3,-11.46,down,1.95,down,717.75,-111.7,-13.47,down,3.2,up,0.92,down,72.88,down,17.74,down,14.69,down,3.05,up,709.8,-158.78,-18.28,down,654.76,-131.18,-16.69,down,599.73,2.06,15.97,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
23-Oct-25,28-Oct-25,SHRIRAMFIN,Non-Hld,709.0,16.9,2.44,up,720.0,up,701.35,22.4,3.3,up,1.09,down,738.65,17.6,2.44,up,4.18,down,0.99,up,76.6,up,19.4,up,15.63,up,3.77,up,717.38,13.07,1.86,up,658.81,7.41,1.14,up,600.24,1.18,18.12,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
24-Oct-25,28-Oct-25,SHRIRAMFIN,Non-Hld,716.5,21.0,3.02,up,700.0,unchanged,679.35,-2.9,-0.43,down,5.47,up,720.65,2.9,0.4,up,0.58,down,1.09,up,77.91,up,23.85,up,18.83,up,5.02,up,724.68,14.88,2.1,up,663.32,8.56,1.31,up,601.97,1.14,19.03,,,,,,,,,,,Consolidation (Res-Sup Inside BB Range)
27-Oct-25,28-Oct-25,SHRIRAMFIN,Non-Hld,719.5,10.5,1.48,up,660.0,down,598.8,-102.55,-14.62,down,20.16,up,721.2,-17.45,-2.36,down,0.24,down,1.19,up,78.83,up,22.25,up,17.81,up,4.44,up,730.08,12.7,1.77,up,668.67,9.86,1.5,up,607.26,1.47,18.48,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
28-Oct-25,28-Oct-25,SHRIRAMFIN,Non-Hld,724.0,7.5,1.05,up,650.0,down,573.4,-105.95,-15.6,down,26.26,up,726.6,5.95,0.83,up,0.36,down,1.54,up,79.72,up,23.34,down,18.91,up,4.43,down,733.32,8.64,1.19,up,674.55,11.23,1.69,up,615.78,1.29,17.57,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
29-Oct-25,25-Nov-25,SHRIRAMFIN,Non-Hld,739.0,19.5,2.71,up,750.0,up,689.6,90.8,15.16,up,7.16,down,810.4,89.2,12.37,up,9.66,up,0.81,down,82.57,up,25.1,up,20.15,up,4.95,up,738.53,8.45,1.16,up,680.88,12.21,1.83,up,623.24,-0.06,18.57,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
30-Oct-25,25-Nov-25,SHRIRAMFIN,Non-Hld,737.05,13.05,1.8,up,750.0,up,692.2,118.8,20.72,up,6.48,down,807.8,81.2,11.18,up,9.6,up,0.73,down,82.4,up,26.19,up,21.36,up,4.83,up,741.69,8.37,1.14,up,686.99,12.44,1.84,up,632.29,0.63,16.57,Bullish,10.0,3.0,18.0,4.0,7.0,0.0,0.0,0.0,26.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
31-Oct-25,25-Nov-25,SHRIRAMFIN,Non-Hld,751.4,12.4,1.68,up,750.0,unchanged,703.05,13.45,1.95,up,6.88,down,796.95,-13.45,-1.66,down,6.06,down,0.78,down,84.25,up,27.59,up,22.6,up,4.98,up,750.01,11.48,1.55,up,692.0,11.12,1.63,up,633.99,-0.18,18.52,Bullish,6.0,8.0,19.0,3.0,4.0,0.0,0.0,0.0,26.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
03-Nov-25,25-Nov-25,SIEMENS,Holding,3125.1,,,unchanged,3150.0,unchanged,2988.8,,,unchanged,4.56,unchanged,3311.2,,,unchanged,5.96,unchanged,0.54,unchanged,47.84,unchanged,-13.24,unchanged,-13.1,unchanged,-0.14,unchanged,3238.21,,,unchanged,3142.97,,,unchanged,3047.73,3.62,2.54,Bullish,10.0,4.0,11.0,2.0,0.0,0.0,0.0,0.0,22.0,Volatile Wide Range (BB within Res-Support)
03-Oct-25,28-Oct-25,SIEMENS,Holding,3168.0,,,unchanged,3300.0,unchanged,3105.0,,,unchanged,2.03,unchanged,3495.0,,,unchanged,10.33,unchanged,0.77,unchanged,48.65,unchanged,-5.76,unchanged,10.08,unchanged,-15.84,unchanged,3356.94,,,unchanged,3198.11,,,unchanged,3039.28,5.96,4.24,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
04-Nov-25,25-Nov-25,SIEMENS,Holding,3124.6,-0.5,-0.02,down,3150.0,unchanged,2992.1,3.3,0.11,up,4.43,down,3307.9,-3.3,-0.1,down,5.87,down,0.51,down,46.85,down,-13.07,up,-13.1,unchanged,0.03,up,3217.86,-20.35,-0.63,down,3136.36,-6.61,-0.21,down,3054.87,2.98,2.28,Bearish,0.0,0.0,0.0,0.0,10.0,1.0,7.0,5.0,22.0,Volatile Wide Range (BB within Res-Support)
06-Nov-25,25-Nov-25,SIEMENS,Holding,3084.0,-84.0,-2.65,down,3150.0,down,2994.55,-110.45,-3.56,down,2.99,up,3305.45,-189.55,-5.42,down,7.18,down,0.46,down,42.51,down,-15.66,down,-13.61,down,-2.05,up,3193.58,-163.36,-4.87,down,3128.0,-70.11,-2.19,down,3062.42,3.55,0.70,Bearish,0.0,0.0,0.0,0.0,11.0,3.0,10.0,3.0,22.0,Volatile Wide Range (BB within Res-Support)
06-Oct-25,28-Oct-25,SIEMENS,Holding,3240.0,115.4,3.69,up,3300.0,up,3130.8,138.7,4.64,up,3.49,down,3469.2,161.3,4.88,up,7.08,up,0.55,up,57.08,up,1.12,up,8.29,up,-7.17,down,3358.42,140.56,4.37,up,3206.24,69.88,2.23,up,3054.06,3.65,6.09,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
07-Nov-25,25-Nov-25,SIEMENS,Holding,3030.0,-54.0,-1.75,down,3100.0,down,2941.0,-53.55,-1.79,down,3.03,up,3259.0,-46.45,-1.41,down,7.56,up,0.45,down,36.77,down,-21.08,down,-15.0,down,-6.08,down,3174.48,-19.1,-0.6,down,3115.89,-12.11,-0.39,down,3057.3,4.77,-0.89,Bearish,0.0,0.0,0.0,0.0,9.0,6.0,8.0,7.0,22.0,Volatile Wide Range (BB within Res-Support)
07-Oct-25,28-Oct-25,SIEMENS,Holding,3246.0,6.0,0.19,up,3300.0,unchanged,3137.45,6.65,0.21,up,3.46,down,3462.55,-6.65,-0.19,down,6.68,down,0.52,down,56.97,down,6.44,up,7.92,down,-1.48,up,3360.88,2.46,0.07,up,3212.7,6.46,0.2,up,3064.52,3.54,5.92,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
08-Oct-25,28-Oct-25,SIEMENS,Holding,3205.1,175.1,5.78,up,3300.0,up,3129.75,188.75,6.42,up,2.41,down,3470.25,211.25,6.48,up,8.28,up,0.51,up,53.06,up,7.81,up,7.9,up,-0.09,up,3361.85,187.37,5.9,up,3214.04,98.15,3.15,up,3066.22,4.89,4.53,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
09-Oct-25,28-Oct-25,SIEMENS,Holding,3183.0,-63.0,-1.94,down,3300.0,unchanged,3124.5,-12.95,-0.41,down,1.88,down,3475.5,12.95,0.37,up,9.19,up,0.45,down,48.97,down,5.74,down,7.46,down,-1.73,down,3360.99,0.11,0.0,up,3215.82,3.12,0.1,up,3070.65,5.59,3.66,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
10-Nov-25,25-Nov-25,SIEMENS,Holding,3053.0,-152.1,-4.75,down,3300.0,unchanged,3047.1,-82.65,-2.64,down,0.19,down,3552.9,82.65,2.38,up,16.37,up,0.48,down,40.25,down,-23.7,down,-16.74,down,-6.96,down,3173.72,-188.13,-5.6,down,3111.24,-102.8,-3.2,down,3048.76,3.95,0.14,6 - Very Bullish,8.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,23.0,Volatile Wide Range (BB within Res-Support)
10-Oct-25,28-Oct-25,SIEMENS,Holding,3150.0,-33.0,-1.04,down,3300.0,unchanged,3110.25,-14.25,-0.46,down,1.28,down,3489.75,14.25,0.41,up,10.79,up,0.4,down,45.89,down,1.57,down,6.29,down,-4.71,down,3361.61,0.62,0.02,up,3213.92,-1.9,-0.06,down,3066.24,6.72,2.73,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
11-Nov-25,25-Nov-25,SIEMENS,Holding,3025.3,-27.7,-0.91,down,3100.0,down,2948.3,-98.8,-3.24,down,2.61,up,3251.7,-301.2,-8.48,down,7.48,down,0.43,down,36.88,down,-28.07,down,-19.01,down,-9.06,down,3180.84,7.12,0.22,up,3108.46,-2.78,-0.09,down,3036.09,5.14,-0.36,1 - Very Bearish,0.0,1.0,0.0,0.0,11.0,5.0,9.0,6.0,23.0,Volatile Wide Range (BB within Res-Support)
12-Nov-25,25-Nov-25,SIEMENS,Holding,3068.0,-82.0,-2.6,down,3100.0,down,2953.8,-156.45,-5.03,down,3.87,up,3246.2,-243.55,-6.98,down,5.81,down,0.51,up,42.42,down,-28.41,down,-20.89,down,-7.52,down,3181.76,-179.85,-5.35,down,3105.93,-107.99,-3.36,down,3030.1,3.71,1.25,5 - Bullish,8.0,8.0,8.0,4.0,0.0,0.0,1.0,0.0,24.0,Volatile Wide Range (BB within Res-Support)
13-Nov-25,25-Nov-25,SIEMENS,Holding,3064.0,38.7,1.28,up,3100.0,unchanged,2953.45,5.15,0.17,up,3.74,up,3246.55,-5.15,-0.16,down,5.96,down,0.53,up,43.88,up,-27.59,up,-22.23,down,-5.37,up,3180.82,-0.02,-0.0,down,3103.3,-5.16,-0.17,down,3025.79,3.81,1.26,5 - Bullish,7.0,5.0,6.0,6.0,3.0,1.0,1.0,0.0,24.0,Volatile Wide Range (BB within Res-Support)
13-Oct-25,28-Oct-25,SIEMENS,Holding,3080.0,12.0,0.39,up,3300.0,up,3064.35,110.55,3.74,up,0.52,down,3535.65,289.45,8.92,up,14.8,up,0.43,down,39.82,down,-7.28,up,3.57,up,-10.86,down,3366.91,185.15,5.82,up,3207.7,101.77,3.28,up,3048.49,9.32,1.03,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
14-Nov-25,25-Nov-25,SIEMENS,Holding,3093.4,29.4,0.96,up,3100.0,unchanged,2957.55,4.1,0.14,up,4.59,up,3242.45,-4.1,-0.13,down,4.82,down,0.52,down,46.65,up,-25.2,up,-22.82,down,-2.38,up,3179.15,-1.67,-0.05,down,3101.56,-1.74,-0.06,down,3023.98,2.77,2.30,5 - Bullish,15.0,0.0,14.0,1.0,1.0,0.0,2.0,0.0,24.0,Volatile Wide Range (BB within Res-Support)
14-Oct-25,28-Oct-25,SIEMENS,Holding,3100.0,20.0,0.65,up,3300.0,unchanged,3076.7,12.35,0.4,up,0.76,up,3523.3,-12.35,-0.35,down,13.66,down,0.4,down,43.27,up,-11.76,down,0.51,down,-12.27,down,3358.19,-8.72,-0.26,down,3198.38,-9.32,-0.29,down,3038.57,8.33,2.02,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
15-Oct-25,28-Oct-25,SIEMENS,Holding,3118.0,24.6,0.8,up,3300.0,up,3099.6,142.05,4.8,up,0.6,down,3500.4,257.95,7.96,up,12.27,up,0.42,down,44.56,down,-14.23,up,-2.44,up,-11.79,down,3342.78,163.63,5.15,up,3188.62,87.06,2.81,up,3034.46,7.21,2.75,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
16-Oct-25,28-Oct-25,SIEMENS,Holding,3120.2,20.2,0.65,up,3300.0,unchanged,3099.8,23.1,0.75,up,0.66,down,3500.2,-23.1,-0.66,down,12.18,down,0.39,down,44.61,up,-15.98,down,-5.15,down,-10.83,up,3322.39,-35.8,-1.07,down,3178.44,-19.94,-0.62,down,3034.48,6.48,2.82,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
17-Nov-25,25-Nov-25,SIEMENS,Holding,3238.0,120.0,3.85,up,3200.0,down,3083.65,-15.95,-0.51,down,5.01,up,3316.35,-184.05,-5.26,down,2.42,down,0.8,up,62.84,up,-11.2,up,-20.5,down,9.3,up,3203.32,-139.46,-4.17,down,3107.14,-81.48,-2.56,down,3010.95,-1.07,7.54,6 - Very Bullish,8.0,6.0,12.0,7.0,3.0,0.0,0.0,0.0,25.0,Neutral (BB_MID Between Res-Sup)
17-Oct-25,28-Oct-25,SIEMENS,Holding,3123.0,2.8,0.09,up,3300.0,unchanged,3102.85,3.05,0.1,up,0.65,down,3497.15,-3.05,-0.09,down,11.99,down,0.4,up,44.89,up,-16.99,down,-7.52,down,-9.47,up,3299.4,-22.99,-0.69,down,3168.61,-9.83,-0.31,down,3037.81,5.65,2.80,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
18-Nov-25,25-Nov-25,SIEMENS,Holding,3249.0,11.0,0.34,up,3200.0,unchanged,3091.45,7.8,0.25,up,5.1,up,3308.55,-7.8,-0.24,down,1.83,down,0.79,down,64.18,up,1.25,up,-16.15,up,17.4,up,3229.01,25.69,0.8,up,3114.77,7.63,0.25,up,3000.53,-0.62,8.28,4 - Mild Bullish,0.0,5.0,7.0,8.0,5.0,5.0,0.0,0.0,25.0,Neutral (BB_MID Between Res-Sup)
19-Nov-25,25-Nov-25,SIEMENS,Holding,3210.0,87.0,2.79,up,3300.0,unchanged,3185.2,82.35,2.65,up,0.78,up,3414.8,-82.35,-2.35,down,6.38,down,0.7,up,59.04,up,7.96,up,-11.33,down,19.28,up,3241.76,-57.64,-1.75,down,3120.2,-48.41,-1.53,down,2998.64,0.99,7.05,1 - Very Bearish,0.0,0.0,3.0,8.0,3.0,10.0,2.0,4.0,25.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
20-Nov-2025,25-Nov-2025,SIEMENS,Holding,3212.0,-37.0,-1.14,down,3300.0,up,3203.2,111.75,3.61,up,0.27,down,3396.8,88.25,2.67,up,5.75,up,0.71,down,59.49,down,13.5,up,-6.36,up,19.86,up,3251.59,22.58,0.7,up,3123.52,8.75,0.28,up,2995.45,4 - Mild Bullish,0,4,0.0,14.0,1.0,10.0,0.0,1.0,25.0,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
20-Oct-25,28-Oct-25,SIEMENS,Holding,3098.0,-112.0,-3.49,down,3300.0,unchanged,3086.6,-98.6,-3.1,down,0.37,down,3513.4,98.6,2.89,up,13.41,up,0.38,down,42.3,down,-19.53,down,-9.92,up,-9.61,down,3269.7,27.94,0.86,up,3157.15,36.95,1.18,up,3044.6,5.54,1.75,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
21-Oct-25,28-Oct-25,SIEMENS,Holding,3105.1,-106.9,-3.33,down,3300.0,unchanged,3087.4,-115.8,-3.62,down,0.58,up,3512.6,115.8,3.41,up,13.13,up,0.39,down,43.19,down,-20.81,down,-12.1,down,-8.71,down,3257.67,6.08,0.19,up,3150.12,26.6,0.85,up,3042.57,4.91,2.06,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
23-Oct-25,28-Oct-25,SIEMENS,Holding,3155.1,57.1,1.84,up,3300.0,unchanged,3140.4,53.8,1.74,up,0.47,up,3459.6,-53.8,-1.53,down,9.65,down,0.42,up,49.59,up,-17.83,up,-13.24,down,-4.59,up,3244.86,-24.84,-0.76,down,3145.6,-11.55,-0.37,down,3046.33,2.84,3.57,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
24-Oct-25,28-Oct-25,SIEMENS,Holding,3160.0,54.9,1.77,up,3300.0,unchanged,3143.3,55.9,1.81,up,0.53,down,3456.7,-55.9,-1.59,down,9.39,down,0.39,unchanged,49.89,up,-16.69,up,-14.49,down,-2.2,up,3239.2,-18.47,-0.57,down,3143.15,-6.97,-0.22,down,3047.11,2.51,3.70,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
27-Oct-25,28-Oct-25,SIEMENS,Holding,3155.6,0.5,0.02,up,3300.0,unchanged,3148.45,8.05,0.26,up,0.23,down,3451.55,-8.05,-0.23,down,9.38,down,0.39,down,50.93,up,-12.19,up,-13.33,down,1.14,up,3239.49,-5.37,-0.17,down,3143.34,-2.26,-0.07,down,3047.18,2.66,3.56,,,,,,,,,,,Moderate Uptrend (Sup Near BB_MID to BB_HI)
28-Oct-25,28-Oct-25,SIEMENS,Holding,3115.0,-45.0,-1.42,down,3300.0,unchanged,3103.8,-39.5,-1.26,down,0.36,down,3496.2,39.5,1.14,up,12.24,up,0.39,unchanged,44.43,down,-13.77,up,-13.42,up,-0.35,up,3239.02,-0.18,-0.01,down,3144.0,0.85,0.03,up,3048.99,3.98,2.16,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
29-Oct-25,25-Nov-25,SIEMENS,Holding,3162.0,6.4,0.2,up,3150.0,down,2968.8,-179.65,-5.71,down,6.51,up,3331.2,-120.35,-3.49,down,5.35,down,0.59,up,49.79,down,-11.74,up,-13.08,up,1.35,up,3239.52,0.03,0.0,up,3146.18,2.84,0.09,up,3052.84,2.45,3.58,,,,,,,,,,,Volatile Wide Range (BB within Res-Support)
30-Oct-25,25-Nov-25,SIEMENS,Holding,3120.2,5.2,0.17,up,3150.0,down,2973.25,-130.55,-4.21,down,4.94,up,3326.75,-169.45,-4.85,down,6.62,down,0.51,up,47.05,up,-11.76,up,-12.82,up,1.06,up,3239.5,0.48,0.01,up,3146.06,2.06,0.07,up,3052.62,3.82,2.21,Bearish,0.0,0.0,3.0,0.0,15.0,1.0,11.0,2.0,22.0,Volatile Wide Range (BB within Res-Support)
31-Oct-25,25-Nov-25,SIEMENS,Holding,3105.0,-57.0,-1.8,down,3150.0,unchanged,2982.55,13.75,0.46,up,4.11,down,3317.45,-13.75,-0.41,down,6.84,up,0.53,down,43.45,down,-14.07,down,-13.07,up,-1.01,down,3240.19,0.67,0.02,up,3144.8,-1.38,-0.04,down,3049.41,4.35,1.82,Bearish,0.0,0.0,0.0,0.0,11.0,5.0,13.0,1.0,22.0,Volatile Wide Range (BB within Res-Support)
03-Nov-25,25-Nov-25,SOLARINDS,Non-Hld,14160.0,,,unchanged,14000.0,unchanged,13138.5,,,unchanged,7.77,unchanged,14861.5,,,unchanged,4.95,unchanged,0.72,unchanged,53.81,unchanged,-42.04,unchanged,-56.13,unchanged,14.09,unchanged,14228.68,,,unchanged,14038.1,,,unchanged,13847.52,0.49,2.26,Bullish,6.0,4.0,9.0,2.0,1.0,0.0,0.0,0.0,16.0,Volatile Wide Range (BB within Res-Support)
03-Oct-25,28-Oct-25,SOLARINDS,Non-Hld,13845.0,,,unchanged,15000.0,unchanged,13603.25,,,unchanged,1.78,unchanged,16396.75,,,unchanged,18.44,unchanged,0.6,unchanged,44.75,unchanged,-228.44,unchanged,-163.54,unchanged,-64.9,unchanged,14939.38,,,unchanged,14102.6,,,unchanged,13265.82,7.90,4.37,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
04-Nov-25,25-Nov-25,SOLARINDS,Non-Hld,13640.0,-520.0,-3.67,down,14000.0,unchanged,13078.7,-59.8,-0.46,down,4.29,down,14921.3,59.8,0.4,up,9.39,up,0.62,down,39.72,down,-68.81,down,-58.67,down,-10.14,down,14268.97,40.29,0.28,up,14012.3,-25.8,-0.18,down,13755.63,4.61,-0.84,Bearish,0.0,0.0,1.0,0.0,12.0,1.0,10.0,1.0,16.0,Volatile Wide Range (BB within Res-Support)
06-Nov-25,25-Nov-25,SOLARINDS,Non-Hld,13410.0,-435.0,-3.14,down,14000.0,down,13094.4,-508.85,-3.74,down,2.41,up,14905.6,-1491.15,-9.09,down,11.15,down,0.66,up,35.15,down,-108.79,up,-68.69,up,-40.09,up,14344.83,-594.55,-3.98,down,13973.95,-128.65,-0.91,down,13603.07,6.97,-1.42,Bearish,0.0,0.0,0.0,0.0,10.0,2.0,9.0,2.0,18.0,Volatile Wide Range (BB within Res-Support)
06-Oct-25,28-Oct-25,SOLARINDS,Non-Hld,14140.0,500.0,3.67,up,14000.0,unchanged,13132.15,53.45,0.41,up,7.68,up,14867.85,-53.45,-0.36,down,5.15,down,0.69,up,50.03,up,-192.08,down,-169.25,down,-22.83,down,14946.28,677.31,4.75,up,14113.85,101.55,0.72,up,13281.42,5.70,6.46,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
07-Nov-25,25-Nov-25,SOLARINDS,Non-Hld,13595.0,185.0,1.38,up,14000.0,unchanged,13138.2,43.8,0.33,up,3.48,up,14861.8,-43.8,-0.29,down,9.32,down,0.61,down,40.97,up,-123.15,down,-79.58,down,-43.57,down,14361.65,16.82,0.12,up,13952.25,-21.7,-0.16,down,13542.85,5.64,0.39,Bearish,6.0,5.0,6.0,4.0,1.0,0.0,0.0,0.0,18.0,Volatile Wide Range (BB within Res-Support)
07-Oct-25,28-Oct-25,SOLARINDS,Non-Hld,14166.0,26.0,0.18,up,14000.0,unchanged,13157.5,25.35,0.19,up,7.67,down,14842.5,-25.35,-0.17,down,4.78,down,0.71,up,50.08,up,-161.16,up,-167.63,up,6.47,up,14952.67,6.39,0.04,up,14124.25,10.4,0.07,up,13295.83,5.55,6.54,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
08-Oct-25,28-Oct-25,SOLARINDS,Non-Hld,13995.0,400.0,2.94,up,14000.0,unchanged,13155.45,17.25,0.13,up,6.39,up,14844.55,-17.25,-0.12,down,6.08,down,0.74,up,47.58,up,-145.94,down,-163.29,down,17.35,up,14953.38,591.73,4.12,up,14130.5,178.25,1.28,up,13307.62,6.85,5.17,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
09-Oct-25,28-Oct-25,SOLARINDS,Non-Hld,14260.0,94.0,0.66,up,14000.0,unchanged,13172.2,14.7,0.11,up,8.26,up,14827.8,-14.7,-0.1,down,3.99,down,0.75,up,51.98,up,-113.85,up,-153.4,up,39.55,up,14964.05,11.38,0.08,up,14141.6,17.35,0.12,up,13319.15,4.94,7.06,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
10-Nov-25,25-Nov-25,SOLARINDS,Non-Hld,13381.0,-614.0,-4.39,down,14000.0,unchanged,13130.7,-24.75,-0.19,down,1.91,down,14869.3,24.75,0.17,up,11.12,up,0.48,down,37.88,down,-146.24,down,-92.92,up,-53.33,down,14361.98,-591.4,-3.95,down,13910.65,-219.85,-1.56,down,13459.32,7.33,-0.58,1 - Very Bearish,0.0,0.0,1.0,1.0,14.0,0.0,9.0,2.0,18.0,Volatile Wide Range (BB within Res-Support)
10-Oct-25,28-Oct-25,SOLARINDS,Non-Hld,14120.0,-140.0,-0.98,down,14000.0,unchanged,13238.65,66.45,0.5,up,6.66,down,14761.35,-66.45,-0.45,down,4.55,up,0.71,down,49.49,down,-97.71,up,-142.26,up,44.56,up,14967.34,3.29,0.02,up,14147.85,6.25,0.04,up,13328.36,6.00,5.94,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
11-Nov-25,25-Nov-25,SOLARINDS,Non-Hld,13828.0,447.0,3.34,up,15000.0,up,13705.0,574.3,4.37,up,0.9,down,16295.0,1425.7,9.59,up,17.84,up,0.45,down,48.0,up,-136.27,up,-108.02,down,-28.25,up,14332.61,-29.37,-0.2,down,13875.75,-34.9,-0.25,down,13418.89,3.65,3.05,6 - Very Bullish,8.0,6.0,9.0,4.0,0.0,0.0,1.0,0.0,18.0,Neutral (BB_MID Between Res-Sup)
12-Nov-25,25-Nov-25,SOLARINDS,Non-Hld,14045.0,-75.0,-0.53,down,15000.0,up,14038.5,799.85,6.04,up,0.05,down,15961.5,1200.15,8.13,up,13.65,up,0.69,down,54.28,up,-97.92,down,-106.0,up,8.08,down,14345.12,-622.22,-4.16,down,13881.15,-266.7,-1.89,down,13417.18,2.14,4.68,6 - Very Bullish,4.0,9.0,10.0,4.0,0.0,0.0,0.0,0.0,18.0,Moderate Uptrend (Sup Near BB_MID to BB_HI)
13-Nov-25,25-Nov-25,SOLARINDS,Non-Hld,13788.0,-40.0,-0.29,down,15000.0,unchanged,13788.0,83.0,0.61,up,0.0,down,16212.0,-83.0,-0.51,down,17.58,down,0.45,unchanged,47.49,down,-92.68,up,-103.33,up,10.66,up,14326.45,-6.16,-0.04,down,13866.5,-9.25,-0.07,down,13406.55,3.91,2.85,1 - Very Bearish,0.0,0.0,0.0,0.0,10.0,4.0,3.0,9.0,18.0,Neutral (BB_MID Between Res-Sup)
13-Oct-25,28-Oct-25,SOLARINDS,Non-Hld,14000.0,-45.0,-0.32,down,15000.0,unchanged,13919.25,-119.25,-0.85,down,0.59,up,16080.75,119.25,0.75,up,14.87,up,0.66,down,47.41,down,-92.72,up,-132.36,down,39.64,up,14940.9,595.78,4.15,up,14127.7,246.55,1.78,up,13314.5,6.72,5.15,,,,,,,,,,,Neutral (BB_MID Between Res-Sup)
